         334652780 function calls (317930857 primitive calls) in 499.271 seconds

   Ordered by: cumulative time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
        3    0.000    0.000    0.036    0.012 /home/nidhal/workspace/coog/trytond/trytond/res/user.py:236(read)
        1    0.000    0.000    0.035    0.035 /home/nidhal/workspace/coog/trytond/trytond/modules/loan/contract.py:110(get_used_loans)
      338    0.003    0.000    0.035    0.000 /home/nidhal/workspace/coog/trytond/trytond/modules/contract_insurance_invoice/contract.py:1849(_get_rrule)
        1    0.000    0.000    0.035    0.035 /home/nidhal/workspace/coog/trytond/trytond/modules/publi_400/report_engine.py:40(get_generated_code)
     8785    0.012    0.000    0.035    0.000 /usr/lib/python2.7/decimal.py:994(__repr__)
        1    0.000    0.000    0.035    0.035 <string>:1(search__report_template_report_template_parameter)
        1    0.000    0.000    0.035    0.035 /home/nidhal/workspace/coog/trytond/trytond/modules/loan/contract.py:113(get_used_loans_at_date)
    59856    0.029    0.000    0.035    0.000 /home/nidhal/.virtualenvs/coog/local/lib/python2.7/site-packages/sql/__init__.py:649(<genexpr>)
        2    0.000    0.000    0.035    0.017 /home/nidhal/workspace/coog/trytond/trytond/modules/endorsement_loan/endorsement.py:316(group_per_model)
        8    0.000    0.000    0.035    0.004 <string>:1(search__endorsement_loan_field)
        1    0.000    0.000    0.034    0.034 /home/nidhal/workspace/coog/trytond/trytond/modules/report_engine_flow/report_engine.py:136(get_generated_code)
        6    0.000    0.000    0.034    0.006 /home/nidhal/workspace/coog/trytond/trytond/modules/endorsement/endorsement.py:611(apply_values)
        6    0.000    0.000    0.034    0.006 /home/nidhal/workspace/coog/trytond/trytond/modules/distribution_portfolio/distribution.py:38(get_visible_portfolios)
        6    0.000    0.000    0.034    0.006 <string>:1(search__party_relation_all)
      340    0.001    0.000    0.034    0.000 /home/nidhal/workspace/coog/trytond/trytond/modules/contract_insurance_invoice/contract.py:812(key)
      676    0.009    0.000    0.034    0.000 /home/nidhal/workspace/coog/trytond/trytond/modules/account/tax.py:884(compute)
    31/30    0.000    0.000    0.034    0.001 <string>:1(read__ir_model_field)
       51    0.000    0.000    0.034    0.001 /home/nidhal/workspace/coog/trytond/trytond/modules/account/account.py:655(get_currency)
     1131    0.001    0.000    0.034    0.000 /home/nidhal/workspace/coog/trytond/trytond/pyson.py:464(eval)
    31/30    0.001    0.000    0.034    0.001 /home/nidhal/workspace/coog/trytond/trytond/ir/model.py:346(read)
        8    0.000    0.000    0.033    0.004 /home/nidhal/workspace/coog/trytond/trytond/modules/endorsement/endorsement.py:383(convert_values)
        8    0.000    0.000    0.033    0.004 /home/nidhal/workspace/coog/trytond/trytond/modules/party_cog/party.py:665(table_query)
        9    0.000    0.000    0.033    0.004 <string>:1(search__contract_loan)
        4    0.001    0.000    0.032    0.008 /home/nidhal/workspace/coog/trytond/trytond/modules/account/account.py:1266(table_query)
        1    0.000    0.000    0.032    0.032 <string>:1(search__report_table_flow_variable)
     6574    0.020    0.000    0.032    0.000 /home/nidhal/.virtualenvs/coog/local/lib/python2.7/site-packages/sql/functions.py:119(__str__)
    42514    0.024    0.000    0.032    0.000 /home/nidhal/.virtualenvs/coog/local/lib/python2.7/site-packages/sql/__init__.py:333(<genexpr>)
      686    0.012    0.000    0.032    0.000 /home/nidhal/workspace/coog/trytond/trytond/ir/lang.py:410(strftime)
        1    0.000    0.000    0.032    0.032 <string>:1(search__ir_action_wizard)
        7    0.000    0.000    0.031    0.004 /home/nidhal/workspace/coog/trytond/trytond/modules/contract/contract.py:428(get_initial_start_date)
   161940    0.031    0.000    0.031    0.000 {callable}
      248    0.000    0.000    0.031    0.000 /home/nidhal/workspace/coog/trytond/trytond/model/modelstorage.py:418(get_rec_name)
      177    0.000    0.000    0.031    0.000 /home/nidhal/workspace/coog/trytond/trytond/modules/currency_cog/model.py:57(on_change_with_currency_digits)
        4    0.000    0.000    0.031    0.008 /home/nidhal/workspace/coog/trytond/trytond/ir/translation.py:601(delete_ids)
   223276    0.031    0.000    0.031    0.000 /home/nidhal/workspace/coog/trytond/trytond/model/fields/field.py:263(<genexpr>)
        7    0.000    0.000    0.031    0.004 /home/nidhal/workspace/coog/trytond/trytond/modules/contract/contract.py:418(get_all_periods)
      177    0.000    0.000    0.031    0.000 /home/nidhal/workspace/coog/trytond/trytond/model/modelview.py:80(wrapper)
     3718    0.013    0.000    0.031    0.000 /usr/lib/python2.7/decimal.py:880(__lt__)
        3    0.000    0.000    0.031    0.010 /home/nidhal/workspace/coog/trytond/trytond/modules/premium/contract.py:567(get_rated_entities)
      169    0.004    0.000    0.031    0.000 /home/nidhal/workspace/coog/trytond/trytond/modules/commission_insurance/contract.py:79(get_insurer_pattern)
     1726    0.003    0.000    0.031    0.000 /usr/lib/python2.7/pprint.py:120(pformat)
       11    0.000    0.000    0.030    0.003 /home/nidhal/workspace/coog/trytond/trytond/modules/contract/contract.py:1869(get_rec_name)
        1    0.000    0.000    0.030    0.030 <string>:125(<Expression u'cleanup_data(record.contract.create_uid.name if (record.contract.create_uid.name) else "")'>)
       15    0.000    0.000    0.030    0.002 /home/nidhal/workspace/coog/trytond/trytond/modules/contract/contract.py:2086(get_all_extra_data)
    20998    0.030    0.000    0.030    0.000 {method 'split' of 'unicode' objects}
        1    0.000    0.000    0.030    0.030 /home/nidhal/workspace/coog/trytond/trytond/modules/account_invoice/invoice.py:1965(validate)
        4    0.000    0.000    0.030    0.007 /home/nidhal/workspace/coog/trytond/trytond/modules/premium/contract.py:513(get_main_contract)
        4    0.000    0.000    0.030    0.007 /home/nidhal/workspace/coog/trytond/trytond/modules/premium/contract.py:515(<dictcomp>)
      169    0.001    0.000    0.030    0.000 /home/nidhal/workspace/coog/trytond/trytond/modules/account_invoice/invoice.py:1971(check_same_account)
       12    0.000    0.000    0.030    0.002 /home/nidhal/workspace/coog/trytond/trytond/modules/premium_insurance/contract.py:73(_get_main_contract)
       12    0.000    0.000    0.029    0.002 /home/nidhal/workspace/coog/trytond/trytond/modules/loan/contract.py:316(get_shares_per_loan)
        4    0.000    0.000    0.029    0.007 <string>:1(read__account_invoice_logging)
    23561    0.021    0.000    0.029    0.000 /home/nidhal/.virtualenvs/coog/local/lib/python2.7/site-packages/sql/__init__.py:1474(expression)
    88249    0.029    0.000    0.029    0.000 /home/nidhal/.virtualenvs/coog/local/lib/python2.7/site-packages/sql/__init__.py:324(order_by)
     3465    0.013    0.000    0.029    0.000 /home/nidhal/workspace/coog/trytond/trytond/model/modelstorage.py:1144(_clean_defaults)
    14999    0.016    0.000    0.029    0.000 /home/nidhal/workspace/coog/trytond/trytond/model/fields/field.py:213(_set_depends)
      8/7    0.000    0.000    0.029    0.004 <string>:1(search__company_company)
     1779    0.003    0.000    0.029    0.000 /home/nidhal/workspace/coog/trytond/trytond/protocols/jsonrpc.py:54(<lambda>)
        4    0.000    0.000    0.028    0.007 <string>:1(search__ir_translation)
       15    0.000    0.000    0.028    0.002 /home/nidhal/workspace/coog/trytond/trytond/modules/contract/contract.py:1456(get_all_extra_data)
    61346    0.028    0.000    0.028    0.000 /home/nidhal/.virtualenvs/coog/local/lib/python2.7/site-packages/sql/__init__.py:443(group_by)
     2248    0.015    0.000    0.028    0.000 /home/nidhal/.virtualenvs/coog/local/lib/python2.7/site-packages/sql/aggregate.py:40(__init__)
    21768    0.024    0.000    0.028    0.000 /home/nidhal/.virtualenvs/coog/local/lib/python2.7/site-packages/sql/functions.py:66(columns_definitions)
      704    0.001    0.000    0.028    0.000 /home/nidhal/workspace/coog/trytond/trytond/modules/loan/party.py:206(union_field)
    71421    0.028    0.000    0.028    0.000 /home/nidhal/.virtualenvs/coog/local/lib/python2.7/site-packages/sql/__init__.py:214(with_)
        6    0.000    0.000    0.028    0.005 /home/nidhal/workspace/coog/trytond/trytond/modules/loan/contract.py:616(init_dict_for_rule_engine)
        1    0.000    0.000    0.028    0.028 /home/nidhal/workspace/coog/trytond/trytond/modules/contract_insurance/contract.py:158(notify_end_date_change)
     1537    0.001    0.000    0.027    0.000 /home/nidhal/workspace/coog/trytond/trytond/modules/coog_core/utils.py:154(<lambda>)
     6800    0.016    0.000    0.027    0.000 /home/nidhal/workspace/coog/trytond/trytond/model/fields/date.py:16(sql_format)
      850    0.021    0.000    0.027    0.000 /home/nidhal/workspace/coog/trytond/trytond/model/modelstorage.py:263(convert_data)
        2    0.000    0.000    0.027    0.014 /home/nidhal/workspace/coog/trytond/trytond/modules/distribution_portfolio/contract.py:56(get_allowed_portfolios)
      709    0.016    0.000    0.027    0.000 /home/nidhal/workspace/coog/trytond/trytond/model/modelstorage.py:82(create)
        4    0.000    0.000    0.027    0.007 /home/nidhal/workspace/coog/trytond/trytond/modules/distribution_portfolio/contract.py:33(on_change_with_allowed_portfolios)
      338    0.004    0.000    0.027    0.000 /home/nidhal/workspace/coog/trytond/trytond/modules/contract_insurance_invoice/invoice.py:563(update_rated_entity_field)
     2453    0.004    0.000    0.027    0.000 /home/nidhal/workspace/coog/trytond/trytond/model/fields/function.py:111(__set__)
      169    0.000    0.000    0.027    0.000 /home/nidhal/workspace/coog/trytond/trytond/modules/commission_multi_agents/commission.py:59(fill_commissioned_agents)
      704    0.001    0.000    0.027    0.000 /home/nidhal/workspace/coog/trytond/trytond/modules/contract_insurance_invoice/party.py:65(union_field)
        2    0.000    0.000    0.027    0.013 /home/nidhal/workspace/coog/trytond/trytond/modules/piga/event.py:76(filter_objects)
      338    0.002    0.000    0.027    0.000 /home/nidhal/workspace/coog/trytond/trytond/modules/commission_insurance/commission.py:506(get_commission_periods)
        2    0.000    0.000    0.027    0.013 /home/nidhal/workspace/coog/trytond/trytond/modules/contract_insurance_invoice/event.py:79(filter_objects)
        2    0.000    0.000    0.027    0.013 /home/nidhal/workspace/coog/trytond/trytond/modules/process_cog/event.py:44(filter_objects)
        2    0.000    0.000    0.027    0.013 /home/nidhal/workspace/coog/trytond/trytond/modules/coog_core/event.py:242(filter_objects)
    11335    0.027    0.000    0.027    0.000 {method 'replace' of 'datetime.datetime' objects}
     1726    0.007    0.000    0.026    0.000 /usr/lib/python2.7/pprint.py:132(_format)
     1705    0.004    0.000    0.026    0.000 /home/nidhal/.virtualenvs/coog/local/lib/python2.7/site-packages/sql/operators.py:220(__str__)
    39762    0.026    0.000    0.026    0.000 /home/nidhal/workspace/coog/trytond/trytond/perf_analyzer.py:162(is_active)
       40    0.000    0.000    0.026    0.001 /home/nidhal/workspace/coog/trytond/trytond/modules/table/table.py:548(get_dimension_id)
        6    0.000    0.000    0.026    0.004 <string>:1(search__contract_fee)
        1    0.000    0.000    0.026    0.026 <string>:1(search__report_template_flow_variable_relation)
      177    0.002    0.000    0.026    0.000 /home/nidhal/workspace/coog/trytond/trytond/modules/currency_cog/model.py:48(on_change_currency)
        4    0.000    0.000    0.026    0.006 <string>:1(search__table_dimension_value)
        6    0.000    0.000    0.026    0.004 /home/nidhal/workspace/coog/trytond/trytond/modules/party_cog/party.py:347(get_rec_name)
     2792    0.012    0.000    0.026    0.000 /home/nidhal/workspace/coog/trytond/trytond/model/fields/field.py:97(__init__)
     1580    0.012    0.000    0.026    0.000 /home/nidhal/workspace/coog/trytond/trytond/model/modelstorage.py:194(trigger_write)
     9920    0.022    0.000    0.026    0.000 /home/nidhal/.virtualenvs/coog/local/lib/python2.7/site-packages/sql/operators.py:90(__and__)
       12    0.000    0.000    0.025    0.002 /home/nidhal/workspace/coog/trytond/trytond/modules/premium/contract.py:517(_get_main_contract)
     3308    0.011    0.000    0.025    0.000 /home/nidhal/workspace/coog/trytond/trytond/model/fields/reference.py:107(sql_format)
        2    0.000    0.000    0.025    0.013 <string>:1(read__event_type_action)
      338    0.002    0.000    0.025    0.000 /home/nidhal/workspace/coog/trytond/trytond/modules/commission_insurance/commission.py:520(get_commission_dates)
        1    0.000    0.000    0.025    0.025 /home/nidhal/workspace/coog/trytond/trytond/modules/endorsement_insurance_invoice/offered.py:61(get_rebill_post_end)
        4    0.000    0.000    0.025    0.006 /home/nidhal/workspace/coog/trytond/trytond/modules/process_cog/process.py:339(get_current_log)
        5    0.000    0.000    0.024    0.005 <string>:1(search__extra_data)
        6    0.000    0.000    0.024    0.004 <string>:1(search__offered_product_option_description)
        2    0.000    0.000    0.024    0.012 /home/nidhal/workspace/coog/trytond/trytond/modules/endorsement_party/endorsement.py:167(group_per_model)
      704    0.001    0.000    0.024    0.000 /home/nidhal/workspace/coog/trytond/trytond/modules/account_payment_cog/party.py:77(union_field)
      864    0.009    0.000    0.024    0.000 /home/nidhal/workspace/coog/trytond/trytond/modules/account_invoice/invoice.py:1670(order_sequence)
      333    0.003    0.000    0.023    0.000 /home/nidhal/workspace/coog/trytond/trytond/modules/coog_core/coog_date.py:75(add_month)
       61    0.000    0.000    0.023    0.000 /home/nidhal/.virtualenvs/coog/local/lib/python2.7/site-packages/genshi/template/directives.py:359(__call__)
    15800    0.023    0.000    0.023    0.000 /home/nidhal/.virtualenvs/coog/local/lib/python2.7/site-packages/sql/__init__.py:1331(__init__)
   106224    0.023    0.000    0.023    0.000 /home/nidhal/.virtualenvs/coog/local/lib/python2.7/site-packages/sql/__init__.py:1287(table)
    18625    0.023    0.000    0.023    0.000 /usr/lib/python2.7/copy.py:113(_copy_with_constructor)
        6    0.000    0.000    0.023    0.004 <string>:1(search__endorsement_contract)
    14999    0.014    0.000    0.023    0.000 /home/nidhal/workspace/coog/trytond/trytond/model/fields/field.py:222(_set_context)
       13    0.000    0.000    0.023    0.002 /home/nidhal/workspace/coog/trytond/trytond/modules/rule_engine/rule_engine.py:901(on_change_with_execution_code)
     1765    0.008    0.000    0.023    0.000 /home/nidhal/.virtualenvs/coog/local/lib/python2.7/site-packages/sql/aggregate.py:107(params)
     5473    0.010    0.000    0.023    0.000 /home/nidhal/workspace/coog/trytond/trytond/model/fields/numeric.py:24(sql_format)
      507    0.002    0.000    0.022    0.000 /usr/lib/python2.7/decimal.py:1228(__rsub__)
   112968    0.022    0.000    0.022    0.000 /home/nidhal/.virtualenvs/coog/local/lib/python2.7/site-packages/sql/__init__.py:633(table)
       13    0.000    0.000    0.022    0.002 /home/nidhal/workspace/coog/trytond/trytond/modules/rule_engine/rule_engine.py:1260(as_function)
        2    0.000    0.000    0.022    0.011 /home/nidhal/workspace/coog/trytond/trytond/modules/contract_insurance_invoice/contract.py:709(_get_invoice_rrule_and_billing_information)
        4    0.000    0.000    0.022    0.006 <string>:1(search__table_cell)
       52    0.000    0.000    0.022    0.000 /home/nidhal/.virtualenvs/coog/local/lib/python2.7/site-packages/genshi/template/astutil.py:35(__init__)
        1    0.000    0.000    0.022    0.022 /home/nidhal/workspace/coog/trytond/trytond/modules/loan/loan.py:478(set_early_payment_amounts)
    29289    0.019    0.000    0.022    0.000 /home/nidhal/.virtualenvs/coog/local/lib/python2.7/site-packages/sql/__init__.py:357(offset)
        1    0.000    0.000    0.022    0.022 <string>:1(search__loan_payment)
    43650    0.021    0.000    0.022    0.000 /home/nidhal/workspace/coog/trytond/trytond/model/fields/field.py:192(_get_domain)
     5465    0.006    0.000    0.022    0.000 /home/nidhal/.virtualenvs/coog/local/lib/python2.7/site-packages/pytz/__init__.py:65(ascii)
  1855/52    0.008    0.000    0.022    0.000 /home/nidhal/.virtualenvs/coog/local/lib/python2.7/site-packages/genshi/template/astutil.py:78(visit)
        2    0.000    0.000    0.022    0.011 /home/nidhal/workspace/coog/trytond/trytond/modules/endorsement_insurance_invoice/offered.py:29(get_premium_computation_start)
        1    0.000    0.000    0.022    0.022 /home/nidhal/workspace/coog/trytond/trytond/modules/endorsement_insurance_invoice_sepa/endorsement.py:34(pre_apply_hook)
        1    0.000    0.000    0.022    0.022 /home/nidhal/workspace/coog/trytond/trytond/modules/endorsement_insurance_invoice_sepa/endorsement.py:16(handle_sepa_change)
        4    0.000    0.000    0.022    0.005 /home/nidhal/workspace/coog/trytond/trytond/modules/contract/contract.py:954(check_activation_dates)
       13    0.002    0.000    0.021    0.002 /home/nidhal/workspace/coog/trytond/trytond/modules/rule_engine/rule_engine.py:98(decistmt)
      681    0.003    0.000    0.021    0.000 /home/nidhal/workspace/coog/trytond/trytond/modules/account/move.py:224(check_modify)
       52    0.000    0.000    0.021    0.000 /home/nidhal/.virtualenvs/coog/local/lib/python2.7/site-packages/genshi/template/astutil.py:102(visit_Expression)
        2    0.000    0.000    0.021    0.011 /home/nidhal/workspace/coog/trytond/trytond/modules/publi_400/report_engine.py:211(get_context)
        2    0.000    0.000    0.021    0.010 /home/nidhal/workspace/coog/trytond/trytond/modules/report_engine_flow/report_engine.py:246(get_context)
        2    0.000    0.000    0.021    0.010 /home/nidhal/workspace/coog/trytond/trytond/modules/document_request/report_engine.py:15(get_context)
        2    0.000    0.000    0.021    0.010 /home/nidhal/workspace/coog/trytond/trytond/modules/report_engine/report_engine.py:653(get_context)
    52293    0.020    0.000    0.021    0.000 /home/nidhal/workspace/coog/trytond/trytond/model/fields/field.py:201(_get_states)
    57925    0.021    0.000    0.021    0.000 /home/nidhal/.virtualenvs/coog/local/lib/python2.7/site-packages/sql/__init__.py:411(distinct_on)
      454    0.002    0.000    0.021    0.000 /home/nidhal/workspace/coog/trytond/trytond/model/modelstorage.py:1107(format_test)
     8589    0.021    0.000    0.021    0.000 {built-in method fromkeys}
      704    0.001    0.000    0.020    0.000 /home/nidhal/workspace/coog/trytond/trytond/modules/contract/party.py:158(union_field)
      178    0.002    0.000    0.020    0.000 /home/nidhal/workspace/coog/trytond/trytond/modules/loan/loan.py:329(calculate_rate)
        6    0.000    0.000    0.020    0.003 <string>:1(search__insurer)
        8    0.000    0.000    0.020    0.003 /home/nidhal/workspace/coog/trytond/trytond/modules/currency_cog/currency.py:35(amount_as_string)
       42    0.000    0.000    0.020    0.000 /home/nidhal/workspace/coog/trytond/trytond/modules/publi_400/report_engine.py:69(get_separator)
        4    0.000    0.000    0.020    0.005 <string>:1(search__offered_product)
      181    0.001    0.000    0.020    0.000 /home/nidhal/workspace/coog/trytond/trytond/modules/coog_core/coog_date.py:91(add_duration)
      169    0.010    0.000    0.020    0.000 /home/nidhal/workspace/coog/trytond/trytond/modules/contract_insurance_invoice/invoice.py:450(<dictcomp>)
        5    0.000    0.000    0.020    0.004 /home/nidhal/workspace/coog/trytond/trytond/modules/endorsement/offered.py:186(get_methods_for_model)
   527/62    0.004    0.000    0.020    0.000 /home/nidhal/.virtualenvs/coog/local/lib/python2.7/site-packages/genshi/template/astutil.py:637(visit_Call)
     2730    0.011    0.000    0.020    0.000 /usr/lib/python2.7/string.py:148(substitute)
      349    0.003    0.000    0.020    0.000 /home/nidhal/workspace/coog/trytond/trytond/modules/coog_core/coog_date.py:71(add_day)
      340    0.001    0.000    0.020    0.000 /home/nidhal/workspace/coog/trytond/trytond/modules/contract_insurance_invoice/contract.py:996(finalize_invoices_lines)
        1    0.000    0.000    0.020    0.020 /home/nidhal/workspace/coog/trytond/trytond/modules/piga/offered.py:42(get_loan_dates)
     5818    0.012    0.000    0.019    0.000 {method 'update' of 'set' objects}
      3/1    0.000    0.000    0.019    0.019 /home/nidhal/workspace/coog/trytond/trytond/modules/coog_core/utils.py:326(apply_dict)
    14999    0.015    0.000    0.019    0.000 /home/nidhal/workspace/coog/trytond/trytond/model/fields/char.py:45(_set_size)
    57925    0.019    0.000    0.019    0.000 /home/nidhal/.virtualenvs/coog/local/lib/python2.7/site-packages/sql/__init__.py:455(having)
        4    0.000    0.000    0.019    0.005 <string>:1(read__table)
    14999    0.017    0.000    0.019    0.000 /home/nidhal/workspace/coog/trytond/trytond/model/fields/field.py:39(states_validate)
        1    0.000    0.000    0.019    0.019 :2(fct__7401682859798388863)
    70671    0.019    0.000    0.019    0.000 /home/nidhal/.virtualenvs/coog/local/lib/python2.7/site-packages/sql/__init__.py:1470(expression)
    29250    0.014    0.000    0.019    0.000 /home/nidhal/.virtualenvs/coog/local/lib/python2.7/site-packages/sql/__init__.py:447(group_by)
     2065    0.008    0.000    0.019    0.000 /home/nidhal/.virtualenvs/coog/local/lib/python2.7/site-packages/sql/conditionals.py:65(params)
        8    0.000    0.000    0.019    0.002 /home/nidhal/workspace/coog/trytond/trytond/modules/party_cog/party.py:834(table_query)
  2656/36    0.007    0.000    0.019    0.001 /usr/lib/python2.7/copy.py:145(deepcopy)
    13396    0.014    0.000    0.019    0.000 /home/nidhal/.virtualenvs/coog/local/lib/python2.7/site-packages/sql/__init__.py:750(<genexpr>)
        2    0.000    0.000    0.019    0.009 /home/nidhal/.virtualenvs/coog/local/lib/python2.7/site-packages/genshi/template/base.py:520(generate)
        2    0.000    0.000    0.019    0.009 /home/nidhal/.virtualenvs/coog/local/lib/python2.7/site-packages/genshi/template/base.py:452(stream)
    200/4    0.001    0.000    0.019    0.005 /home/nidhal/.virtualenvs/coog/local/lib/python2.7/site-packages/genshi/template/base.py:473(_prepare)
     1382    0.002    0.000    0.019    0.000 /home/nidhal/workspace/coog/trytond/trytond/ir/property.py:96(<genexpr>)
    32057    0.019    0.000    0.019    0.000 /home/nidhal/.virtualenvs/coog/local/lib/python2.7/site-packages/sql/__init__.py:343(limit)
       15    0.000    0.000    0.018    0.001 /home/nidhal/workspace/coog/trytond/trytond/modules/contract/contract.py:1969(get_version_at_date)
       15    0.000    0.000    0.018    0.001 /home/nidhal/workspace/coog/trytond/trytond/modules/contract_insurance/contract.py:1006(get_version_at_date)
   801/52    0.002    0.000    0.018    0.000 /home/nidhal/.virtualenvs/coog/local/lib/python2.7/site-packages/genshi/template/astutil.py:751(visit)
     2362    0.015    0.000    0.018    0.000 /home/nidhal/.virtualenvs/coog/local/lib/python2.7/site-packages/dateutil/rrule.py:1020(mdayset)
      712    0.006    0.000    0.018    0.000 /home/nidhal/workspace/coog/trytond/trytond/model/descriptors.py:26(__get__)
        6    0.000    0.000    0.018    0.003 /home/nidhal/workspace/coog/trytond/trytond/modules/endorsement/endorsement.py:1529(<lambda>)
   189/52    0.002    0.000    0.018    0.000 /home/nidhal/.virtualenvs/coog/local/lib/python2.7/site-packages/genshi/template/astutil.py:761(_clone)
   220/36    0.002    0.000    0.018    0.000 /usr/lib/python2.7/copy.py:306(_reconstruct)
        8    0.001    0.000    0.018    0.002 /home/nidhal/workspace/coog/trytond/trytond/modules/account_cog/party.py:109(table_query)
    23219    0.018    0.000    0.018    0.000 {range}
        2    0.000    0.000    0.018    0.009 /home/nidhal/workspace/coog/trytond/trytond/modules/contract_insurance/contract.py:507(on_change_with_contract_status)
    82305    0.017    0.000    0.017    0.000 /home/nidhal/workspace/coog/trytond/trytond/model/modelsql.py:262(table_query)
      169    0.001    0.000    0.017    0.000 /home/nidhal/workspace/coog/trytond/trytond/modules/contract_insurance_invoice/contract.py:1465(<lambda>)
    32914    0.017    0.000    0.017    0.000 {divmod}
    54856    0.017    0.000    0.017    0.000 /home/nidhal/.virtualenvs/coog/local/lib/python2.7/site-packages/sql/__init__.py:353(offset)
        4    0.000    0.000    0.017    0.004 <string>:1(search__contract_option_version)
        8    0.000    0.000    0.017    0.002 /home/nidhal/workspace/coog/trytond/trytond/modules/party_cog/party.py:703(table_query)
       63    0.000    0.000    0.017    0.000 /home/nidhal/.virtualenvs/coog/local/lib/python2.7/site-packages/genshi/template/directives.py:63(attach)
        4    0.000    0.000    0.017    0.004 <string>:1(search__contract_covered_element_version)
    19247    0.017    0.000    0.017    0.000 {method 'endswith' of 'unicode' objects}
      170    0.001    0.000    0.017    0.000 /home/nidhal/workspace/coog/trytond/trytond/ir/sequence.py:245(check_last_timestamp)
    76351    0.017    0.000    0.017    0.000 /usr/lib/python2.7/decimal.py:700(_isnan)
      692    0.007    0.000    0.017    0.000 /home/nidhal/workspace/coog/trytond/trytond/modules/coog_core/model.py:134(error_manager)
        8    0.001    0.000    0.017    0.002 /home/nidhal/workspace/coog/trytond/trytond/modules/contract_insurance_invoice/party.py:25(table_query)
        8    0.001    0.000    0.017    0.002 /home/nidhal/workspace/coog/trytond/trytond/modules/loan/party.py:155(table_query)
        8    0.000    0.000    0.017    0.002 /home/nidhal/workspace/coog/trytond/trytond/modules/contract_loan_invoice/offered.py:70(must_be_rated)
        1    0.000    0.000    0.017    0.017 /home/nidhal/workspace/coog/trytond/trytond/modules/endorsement_insurance_invoice/offered.py:125(get_contract_dates)
        8    0.000    0.000    0.016    0.002 /home/nidhal/workspace/coog/trytond/trytond/modules/account_payment_cog/party.py:40(table_query)
     7525    0.016    0.000    0.016    0.000 /home/nidhal/workspace/coog/trytond/trytond/model/model.py:189(<genexpr>)
        1    0.000    0.000    0.016    0.016 /home/nidhal/workspace/coog/trytond/trytond/modules/endorsement_insurance_invoice/endorsement.py:79(rebill_endorsement_dates)
      454    0.002    0.000    0.016    0.000 {built-in method strptime}
       63    0.000    0.000    0.016    0.000 /home/nidhal/.virtualenvs/coog/local/lib/python2.7/site-packages/genshi/template/directives.py:59(__init__)
    29289    0.016    0.000    0.016    0.000 /home/nidhal/.virtualenvs/coog/local/lib/python2.7/site-packages/sql/__init__.py:347(limit)
        4    0.000    0.000    0.016    0.004 <string>:1(search__process_log)
       63    0.000    0.000    0.016    0.000 /home/nidhal/.virtualenvs/coog/local/lib/python2.7/site-packages/genshi/template/directives.py:103(_parse_expr)
   220/36    0.002    0.000    0.016    0.000 /usr/lib/python2.7/copy.py:253(_deepcopy_dict)
        8    0.000    0.000    0.016    0.002 /home/nidhal/workspace/coog/trytond/trytond/modules/party_cog/party.py:768(table_query)
        8    0.000    0.000    0.016    0.002 /home/nidhal/workspace/coog/trytond/trytond/modules/party_cog/party.py:801(table_query)
        4    0.000    0.000    0.016    0.004 <string>:1(search__contract_extra_data)
        8    0.000    0.000    0.016    0.002 /home/nidhal/workspace/coog/trytond/trytond/modules/bank_cog/party.py:131(table_query)
      340    0.012    0.000    0.016    0.000 /home/nidhal/.virtualenvs/coog/local/lib/python2.7/site-packages/dateutil/rrule.py:332(__init__)
        8    0.000    0.000    0.016    0.002 /home/nidhal/workspace/coog/trytond/trytond/modules/contract/party.py:119(table_query)
     2049    0.010    0.000    0.016    0.000 /usr/lib/python2.7/tokenize.py:270(generate_tokens)
     1368    0.011    0.000    0.016    0.000 /home/nidhal/workspace/coog/trytond/trytond/model/fields/reference.py:93(__set__)
        8    0.000    0.000    0.016    0.002 /home/nidhal/workspace/coog/trytond/trytond/modules/premium/offered.py:191(must_be_rated)
      344    0.001    0.000    0.016    0.000 /home/nidhal/.virtualenvs/coog/local/lib/python2.7/site-packages/dateutil/rrule.py:1139(_iter)
      170    0.001    0.000    0.016    0.000 /home/nidhal/workspace/coog/trytond/trytond/modules/contract_loan_invoice/contract.py:53(new_future_invoice)
        8    0.000    0.000    0.015    0.002 /home/nidhal/workspace/coog/trytond/trytond/modules/coog_core/utils.py:170(get_user_language)
     1726    0.002    0.000    0.015    0.000 /usr/lib/python2.7/pprint.py:224(_repr)
        8    0.000    0.000    0.015    0.002 /home/nidhal/workspace/coog/trytond/trytond/modules/party_cog/party.py:739(table_query)
    65/38    0.000    0.000    0.015    0.000 /home/nidhal/.virtualenvs/coog/local/lib/python2.7/site-packages/genshi/template/astutil.py:499(_f)
        6    0.000    0.000    0.015    0.003 /home/nidhal/workspace/coog/trytond/trytond/modules/commission_insurance/party.py:86(get_broker)
      704    0.001    0.000    0.015    0.000 /home/nidhal/workspace/coog/trytond/trytond/modules/bank_cog/party.py:172(union_field)
        8    0.000    0.000    0.015    0.002 /home/nidhal/workspace/coog/trytond/trytond/modules/coog_core/ir.py:523(get_from_code)
      343    0.003    0.000    0.015    0.000 /home/nidhal/workspace/coog/trytond/trytond/model/fields/many2many.py:233(__set__)
        4    0.000    0.000    0.015    0.004 <string>:1(search__endorsement_party)
