         334652780 function calls (317930857 primitive calls) in 499.271 seconds

   Ordered by: cumulative time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
     4642    0.016    0.000    1.471    0.000 /home/nidhal/workspace/coog/trytond/trytond/cache.py:220(clear)
      170    0.002    0.000    1.463    0.009 <string>:1(_validate__ir_sequence_strict)
    29250    0.278    0.000    1.462    0.000 /home/nidhal/.virtualenvs/coog/local/lib/python2.7/site-packages/sql/__init__.py:394(__init__)
     2084    0.010    0.000    1.460    0.001 /home/nidhal/workspace/coog/trytond/trytond/model/fields/function.py:65(convert_domain)
   762287    0.899    0.000    1.459    0.000 /home/nidhal/workspace/coog/trytond/trytond/model/modelstorage.py:1253(to_load)
     4643    1.435    0.000    1.455    0.000 /usr/lib/python2.7/collections.py:91(clear)
    41133    0.355    0.000    1.431    0.000 /usr/lib/python2.7/decimal.py:2422(quantize)
        1    0.001    0.001    1.426    1.426 <string>:133(<Expression u'cleanup_data(format_date(record.contract.get_future_invoices(record.contract.id)[-1].start, Party.lang))'>)
        1    0.000    0.000    1.424    1.424 /home/nidhal/workspace/coog/trytond/trytond/modules/contract_insurance_invoice/contract.py:1385(get_future_invoices)
      350    0.008    0.000    1.406    0.004 <string>:1(search__account_account)
      356    0.007    0.000    1.383    0.004 <string>:1(read__ir_sequence_strict)
41652/29088    0.210    0.000    1.372    0.000 /home/nidhal/.virtualenvs/coog/local/lib/python2.7/site-packages/sql/__init__.py:1039(format)
        1    0.000    0.000    1.370    1.370 <string>:1(_validate__account_invoice_line)
  1691643    0.874    0.000    1.368    0.000 /home/nidhal/workspace/coog/trytond/trytond/model/fields/function.py:48(__getattr__)
    33238    0.288    0.000    1.365    0.000 /home/nidhal/workspace/coog/trytond/trytond/model/fields/field.py:270(convert_domain)
        1    0.000    0.000    1.317    1.317 <string>:1(create__account_invoice_line_detail)
        1    0.004    0.004    1.309    1.309 /home/nidhal/workspace/coog/trytond/trytond/modules/contract_insurance_invoice/contract.py:1103(get_lines_to_reconcile)
      712    0.007    0.000    1.306    0.002 <string>:1(read__account_account)
   520703    0.336    0.000    1.296    0.000 /home/nidhal/.virtualenvs/coog/local/lib/python2.7/site-packages/sql/__init__.py:248(alias)
      170    0.004    0.000    1.282    0.008 /home/nidhal/workspace/coog/trytond/trytond/res/ir.py:289(search_groups)
   674944    1.242    0.000    1.271    0.000 /usr/lib/python2.7/collections.py:54(__setitem__)
   247840    1.260    0.000    1.260    0.000 /home/nidhal/workspace/coog/trytond/trytond/tools/__init__.py:22(<dictcomp>)
   560567    0.688    0.000    1.231    0.000 /home/nidhal/workspace/coog/trytond/trytond/model/modelstorage.py:1285(filter_)
      170    0.005    0.000    1.223    0.007 <string>:1(search__ir_sequence_type)
    34458    0.694    0.000    1.205    0.000 /usr/lib/python2.7/decimal.py:1293(__truediv__)
        4    0.001    0.000    1.205    0.301 /home/nidhal/workspace/coog/trytond/trytond/modules/commission/invoice.py:52(paid)
      4/3    0.000    0.000    1.201    0.400 /home/nidhal/workspace/coog/trytond/trytond/modules/loan/contract.py:98(write)
   153786    0.494    0.000    1.199    0.000 /usr/lib/python2.7/decimal.py:1640(_fix)
        1    0.000    0.000    1.193    1.193 <string>:1(create__loan_payment)
      170    0.029    0.000    1.193    0.007 /home/nidhal/workspace/coog/trytond/trytond/modules/piga/invoice.py:104(get_lines_to_pay)
      4/3    0.000    0.000    1.185    0.395 /home/nidhal/workspace/coog/trytond/trytond/modules/process_cog/process.py:349(write)
      687    0.008    0.000    1.183    0.002 /home/nidhal/workspace/coog/trytond/trytond/modules/contract_insurance_invoice/contract.py:616(load_billing_information)
     5465    0.074    0.000    1.177    0.000 /home/nidhal/workspace/coog/trytond/trytond/modules/company/company.py:317(today)
        1    0.000    0.000    1.163    1.163 <string>:1(create__contract_invoice)
     1197    0.003    0.000    1.152    0.001 /home/nidhal/workspace/coog/trytond/trytond/modules/coog_core/utils.py:134(get_good_versions_at_date)
  5304888    1.141    0.000    1.141    0.000 {method 'iteritems' of 'dict' objects}
    39762    0.230    0.000    1.126    0.000 /home/nidhal/workspace/coog/trytond/trytond/perf_analyzer.py:256(parse_query)
     1195    0.006    0.000    1.122    0.001 /home/nidhal/workspace/coog/trytond/trytond/modules/coog_core/utils.py:148(get_good_version_at_date)
    66277    0.331    0.000    1.119    0.000 /usr/lib/python2.7/decimal.py:1236(__mul__)
      175    0.006    0.000    1.107    0.006 <string>:1(search__commission)
      340    0.002    0.000    1.105    0.003 /home/nidhal/workspace/coog/trytond/trytond/modules/contract_insurance_invoice/contract.py:1000(get_invoice_lines)
     1580    0.011    0.000    1.102    0.001 /home/nidhal/workspace/coog/trytond/trytond/model/modelstorage.py:177(trigger_write_get_eligibles)
      340    0.006    0.000    1.099    0.003 <string>:1(search__account_tax_line)
   936182    0.425    0.000    1.063    0.000 /home/nidhal/.virtualenvs/coog/lib/python2.7/encodings/utf_8.py:15(decode)
   352444    0.371    0.000    1.063    0.000 /home/nidhal/workspace/coog/trytond/trytond/model/fields/field.py:249(sql_column)
      356    0.017    0.000    1.053    0.003 /home/nidhal/workspace/coog/trytond/trytond/modules/rule_engine/rule_engine.py:1076(prepare_context)
  4729296    1.039    0.000    1.039    0.000 {method 'append' of 'list' objects}
   398609    0.222    0.000    1.030    0.000 /home/nidhal/.virtualenvs/coog/local/lib/python2.7/site-packages/sql/operators.py:80(<genexpr>)
       10    0.000    0.000    1.030    0.103 <string>:1(create__account_invoice_logging)
      356    0.002    0.000    1.028    0.003 /home/nidhal/workspace/coog/trytond/trytond/modules/rule_engine/rule_engine.py:1050(build_context)
1844388/1838102    0.570    0.000    0.997    0.000 {setattr}
      340    0.003    0.000    0.988    0.003 /home/nidhal/workspace/coog/trytond/trytond/modules/contract_insurance_invoice/contract.py:1005(compute_invoice_lines)
   541557    0.979    0.000    0.979    0.000 /home/nidhal/.virtualenvs/coog/local/lib/python2.7/site-packages/sql/__init__.py:1282(__init__)
      172    0.001    0.000    0.971    0.006 /home/nidhal/workspace/coog/trytond/trytond/ir/sequence.py:374(get)
    50288    0.195    0.000    0.964    0.000 /home/nidhal/workspace/coog/trytond/trytond/backend/__init__.py:17(name)
   520788    0.637    0.000    0.961    0.000 /home/nidhal/.virtualenvs/coog/local/lib/python2.7/site-packages/sql/__init__.py:153(get)
   639016    0.479    0.000    0.953    0.000 /home/nidhal/.virtualenvs/coog/local/lib/python2.7/site-packages/sql/__init__.py:104(get)
      170    0.004    0.000    0.952    0.006 <string>:1(search__account_invoice_tax)
   576149    0.952    0.000    0.952    0.000 {method 'match' of '_sre.SRE_Pattern' objects}
   123105    0.333    0.000    0.945    0.000 /home/nidhal/workspace/coog/trytond/trytond/model/fields/one2many.py:210(get_target)
  1242367    0.406    0.000    0.927    0.000 {method 'extend' of 'list' objects}
      170    0.003    0.000    0.927    0.005 <string>:1(search__account_invoice_line_account_tax)
    24527    0.069    0.000    0.911    0.000 /home/nidhal/workspace/coog/trytond/trytond/model/modelstorage.py:382(_search_domain_active)
      172    0.005    0.000    0.911    0.005 <string>:1(search__account_dunning)
    15000    0.045    0.000    0.906    0.000 /home/nidhal/.virtualenvs/coog/local/lib/python2.7/site-packages/sql/__init__.py:1336(__str__)
   559712    0.712    0.000    0.892    0.000 /home/nidhal/.virtualenvs/coog/local/lib/python2.7/site-packages/redis/connection.py:949(_checkpid)
    52333    0.040    0.000    0.879    0.000 /home/nidhal/workspace/coog/trytond/trytond/modules/account_invoice/account.py:281(<genexpr>)
        1    0.000    0.000    0.873    0.873 /home/nidhal/workspace/coog/trytond/trytond/modules/premium/contract.py:135(calculate_prices_between_dates)
        3    0.000    0.000    0.867    0.289 /home/nidhal/workspace/coog/trytond/trytond/modules/coog_core/model.py:262(delete)
    39762    0.355    0.000    0.862    0.000 /home/nidhal/workspace/coog/trytond/trytond/perf_analyzer.py:115(check_db)
   107895    0.860    0.000    0.860    0.000 {method 'search' of '_sre.SRE_Pattern' objects}
        3    0.001    0.000    0.860    0.287 <string>:1(_validate__account_move_reconciliation)
    14999    0.116    0.000    0.856    0.000 /home/nidhal/.virtualenvs/coog/local/lib/python2.7/site-packages/sql/functions.py:104(__str__)
  1093673    0.848    0.000    0.848    0.000 {built-in method __new__ of type object at 0x7f737da7c9e0}
        2    0.000    0.000    0.842    0.421 <string>:1(read__contract_invoice)
      170    0.000    0.000    0.842    0.005 /home/nidhal/workspace/coog/trytond/trytond/modules/contract_insurance_invoice/contract.py:2113(cancel_or_delete)
    79289    0.163    0.000    0.839    0.000 {all}
      338    0.017    0.000    0.839    0.002 /home/nidhal/workspace/coog/trytond/trytond/modules/contract_insurance_invoice/contract.py:1961(get_invoice_lines)
      170    0.001    0.000    0.836    0.005 <string>:1(read__account_invoice_payment_term)
  3545831    0.836    0.000    0.836    0.000 {method 'lower' of 'str' objects}
      170    0.000    0.000    0.826    0.005 /home/nidhal/workspace/coog/trytond/trytond/modules/contract_insurance_invoice/contract.py:2037(get_invoice_state)
51798/24527    0.754    0.000    0.825    0.000 /home/nidhal/workspace/coog/trytond/trytond/tools/misc.py:240(reduce_domain)
    50972    0.553    0.000    0.822    0.000 /home/nidhal/workspace/coog/trytond/trytond/ir/model.py:711(check)
     1194    0.007    0.000    0.810    0.001 /home/nidhal/workspace/coog/trytond/trytond/modules/account/account.py:658(get_currency_digits)
        3    0.000    0.000    0.806    0.269 /home/nidhal/workspace/coog/trytond/trytond/modules/account/move.py:534(validate)
        3    0.008    0.003    0.806    0.269 /home/nidhal/workspace/coog/trytond/trytond/modules/account/move.py:539(check_lines)
      169    0.004    0.000    0.784    0.005 /home/nidhal/workspace/coog/trytond/trytond/modules/commission_insurance/contract.py:91(find_insurer_agent)
    83604    0.229    0.000    0.780    0.000 /home/nidhal/workspace/coog/trytond/trytond/pyson.py:128(__init__)
      170    0.002    0.000    0.760    0.004 /home/nidhal/workspace/coog/trytond/trytond/modules/contract_insurance_invoice/invoice.py:263(update_move_line_from_billing_information)
      170    0.007    0.000    0.758    0.004 /home/nidhal/workspace/coog/trytond/trytond/modules/contract_insurance_invoice/contract.py:1783(get_direct_debit_planned_date)
   280273    0.733    0.000    0.733    0.000 {method 'feed' of 'hiredis.Reader' objects}
        4    0.000    0.000    0.725    0.181 <string>:1(_validate__contract)
      171    0.009    0.000    0.724    0.004 <string>:1(search__account_payment)
        1    0.000    0.000    0.720    0.720 /home/nidhal/workspace/coog/trytond/trytond/modules/premium/contract.py:83(delete_prices)
     2730    0.050    0.000    0.718    0.000 /home/nidhal/workspace/coog/trytond/trytond/ir/sequence.py:300(_process)
      169    0.021    0.000    0.715    0.004 /home/nidhal/workspace/coog/trytond/trytond/modules/contract_insurance_invoice/invoice.py:448(get_detail)
      170    0.001    0.000    0.713    0.004 /home/nidhal/workspace/coog/trytond/trytond/modules/contract/contract.py:951(get_contract_address)
      170    0.006    0.000    0.711    0.004 /home/nidhal/workspace/coog/trytond/trytond/modules/contract/contract.py:926(get_contacts)
       11    0.000    0.000    0.705    0.064 <string>:1(read__account_move_reconciliation)
      340    0.002    0.000    0.699    0.002 /home/nidhal/workspace/coog/trytond/trytond/modules/account_invoice_cog/invoice.py:120(check_modify)
      340    0.002    0.000    0.696    0.002 /home/nidhal/workspace/coog/trytond/trytond/modules/account_invoice/invoice.py:1099(check_modify)
      170    0.004    0.000    0.689    0.004 <string>:1(search__account_invoice_payment_term_line)
    33238    0.166    0.000    0.687    0.000 /home/nidhal/workspace/coog/trytond/trytond/model/fields/field.py:252(_domain_value)
      176    0.002    0.000    0.686    0.004 <string>:1(search__contract_billing_information)
    80299    0.560    0.000    0.667    0.000 /home/nidhal/.virtualenvs/coog/local/lib/python2.7/site-packages/msgpack/fallback.py:174(__init__)
   151246    0.300    0.000    0.660    0.000 /home/nidhal/.virtualenvs/coog/local/lib/python2.7/site-packages/sql/__init__.py:252(__getattr__)
     3321    0.022    0.000    0.649    0.000 /home/nidhal/workspace/coog/trytond/trytond/modules/currency/currency.py:202(is_zero)
   936182    0.638    0.000    0.638    0.000 {_codecs.utf_8_decode}
      169    0.003    0.000    0.636    0.004 /home/nidhal/workspace/coog/trytond/trytond/modules/account_invoice/invoice.py:1902(get_origin)
      179    0.004    0.000    0.628    0.004 <string>:1(search__commission_agent)
      356    0.018    0.000    0.617    0.002 /home/nidhal/workspace/coog/trytond/trytond/modules/rule_engine/rule_engine.py:1061(format_context)
      170    0.001    0.000    0.613    0.004 /home/nidhal/workspace/coog/trytond/trytond/modules/account_invoice/payment_term.py:237(get_date)
    39762    0.227    0.000    0.598    0.000 /home/nidhal/workspace/coog/trytond/trytond/perf_analyzer.py:121(check_query)
        1    0.000    0.000    0.598    0.598 /home/nidhal/workspace/coog/trytond/trytond/modules/contract/contract.py:482(calculate_activation_dates)
      171    0.008    0.000    0.594    0.003 /home/nidhal/workspace/coog/trytond/trytond/modules/account/move.py:1544(_reconcile)
  3383022    0.593    0.000    0.593    0.000 {method 'items' of 'dict' objects}
      170    0.001    0.000    0.591    0.003 <string>:1(read__account_invoice_payment_term_line)
        1    0.000    0.000    0.585    0.585 <string>:1(_validate__contract_invoice)
      247    0.000    0.000    0.584    0.002 /home/nidhal/.virtualenvs/coog/local/lib/python2.7/site-packages/genshi/template/eval.py:313(lookup_attr)
        1    0.000    0.000    0.582    0.582 <string>:1(delete__contract_premium)
      170    0.001    0.000    0.577    0.003 <string>:1(search__contract_contact_type)
     1895    0.002    0.000    0.573    0.000 /home/nidhal/workspace/coog/trytond/trytond/modules/account/move.py:1419(<genexpr>)
    28709    0.057    0.000    0.570    0.000 /home/nidhal/.virtualenvs/coog/local/lib/python2.7/site-packages/sql/operators.py:208(__str__)
  1757285    0.564    0.000    0.564    0.000 /home/nidhal/workspace/coog/trytond/trytond/transaction.py:18(__init__)
6175/5296    0.070    0.000    0.563    0.000 /home/nidhal/.virtualenvs/coog/local/lib/python2.7/site-packages/sql/__init__.py:1002(__str__)
      340    0.002    0.000    0.560    0.002 /home/nidhal/workspace/coog/trytond/trytond/modules/commission_insurance/contract.py:61(get_invoice)
   306869    0.234    0.000    0.541    0.000 /home/nidhal/.virtualenvs/coog/local/lib/python2.7/site-packages/sql/__init__.py:1215(as_)
        1    0.000    0.000    0.538    0.538 <string>:1(_validate__loan_payment)
        1    0.000    0.000    0.535    0.535 /home/nidhal/workspace/coog/trytond/trytond/modules/premium/offered.py:86(calculate_premiums)
    51155    0.535    0.000    0.535    0.000 {method 'cursor' of 'psycopg2.extensions.connection' objects}
      340    0.018    0.000    0.534    0.002 /home/nidhal/workspace/coog/trytond/trytond/modules/contract_insurance_invoice/contract.py:953(get_invoice)
      170    0.003    0.000    0.532    0.003 <string>:1(search__account_invoice_payment_term_line_relativedelta)
        1    0.003    0.003    0.528    0.528 /home/nidhal/workspace/coog/trytond/trytond/modules/contract_insurance_invoice/contract.py:1194(reconcile_perfect_lines)
        1    0.000    0.000    0.522    0.522 /home/nidhal/workspace/coog/trytond/trytond/modules/premium/offered.py:293(calculate_premiums)
        1    0.000    0.000    0.515    0.515 /home/nidhal/workspace/coog/trytond/trytond/modules/endorsement/endorsement.py:948(update_options_automatic_end_date)
     3481    0.081    0.000    0.514    0.000 /home/nidhal/.virtualenvs/coog/local/lib/python2.7/site-packages/sql/__init__.py:686(__str__)
    83631    0.502    0.000    0.502    0.000 /usr/lib/python2.7/dist-packages/simplejson/decoder.py:302(__init__)
     2740    0.017    0.000    0.502    0.000 /home/nidhal/workspace/coog/trytond/trytond/model/fields/function.py:99(set)
    87/72    0.001    0.000    0.498    0.007 <string>:1(read__contract_option)
    29289    0.207    0.000    0.496    0.000 /home/nidhal/.virtualenvs/coog/local/lib/python2.7/site-packages/sql/__init__.py:315(__init__)
     3263    0.081    0.000    0.495    0.000 /home/nidhal/.virtualenvs/coog/local/lib/python2.7/site-packages/sql/__init__.py:749(__str__)
     2387    0.017    0.000    0.494    0.000 /home/nidhal/workspace/coog/trytond/trytond/modules/coog_core/utils.py:109(today)
        1    0.000    0.000    0.477    0.477 /home/nidhal/workspace/coog/trytond/trytond/modules/account_cog/move.py:251(split_lines)
    10846    0.185    0.000    0.476    0.000 /home/nidhal/workspace/coog/trytond/trytond/tools/misc.py:202(reduce_ids)
        1    0.000    0.000    0.476    0.476 /home/nidhal/workspace/coog/trytond/trytond/modules/premium/offered.py:222(calculate)
   639016    0.379    0.000    0.473    0.000 /usr/lib/python2.7/threading.py:1152(currentThread)
      709    0.007    0.000    0.465    0.001 /home/nidhal/workspace/coog/trytond/trytond/model/modelstorage.py:99(trigger_create)
    48/40    0.002    0.000    0.464    0.012 /home/nidhal/workspace/coog/trytond/trytond/modules/endorsement/endorsement.py:310(read)
    15087    0.057    0.000    0.463    0.000 /home/nidhal/workspace/coog/trytond/trytond/model/fields/char.py:62(sql_type)
    30338    0.105    0.000    0.462    0.000 /home/nidhal/.virtualenvs/coog/local/lib/python2.7/site-packages/sql/functions.py:71(_format)
107862/107703    0.066    0.000    0.461    0.000 {max}
        1    0.001    0.001    0.457    0.457 /home/nidhal/workspace/coog/trytond/trytond/modules/contract_insurance_invoice/contract.py:2057(validate)
      170    0.009    0.000    0.456    0.003 /home/nidhal/workspace/coog/trytond/trytond/modules/contract_insurance_invoice/contract.py:2063(check_dates)
    83047    0.424    0.000    0.442    0.000 {repr}
        7    0.000    0.000    0.440    0.063 /home/nidhal/workspace/coog/trytond/trytond/modules/premium_insurance/offered.py:62(do_calculate)
    14999    0.080    0.000    0.435    0.000 /home/nidhal/workspace/coog/trytond/trytond/model/fields/char.py:18(__init__)
    50288    0.223    0.000    0.435    0.000 /usr/lib/python2.7/urlparse.py:137(urlparse)
        7    0.000    0.000    0.433    0.062 /home/nidhal/workspace/coog/trytond/trytond/modules/premium/offered.py:201(do_calculate)
     9786    0.061    0.000    0.422    0.000 /home/nidhal/workspace/coog/trytond/trytond/model/modelstorage.py:1041(digits_test)
   200458    0.225    0.000    0.414    0.000 /home/nidhal/workspace/coog/trytond/trytond/pyson.py:113(default)
    81019    0.357    0.000    0.402    0.000 /home/nidhal/workspace/coog/trytond/trytond/cache_redis.py:39(_namespace)
47248/47120    0.212    0.000    0.393    0.000 /home/nidhal/workspace/coog/trytond/trytond/model/modelsql.py:117(__table__)
        1    0.000    0.000    0.392    0.392 /home/nidhal/workspace/coog/trytond/trytond/modules/contract/contract.py:841(setter_end_date)
    47/42    0.001    0.000    0.387    0.009 <string>:1(read__contract_covered_element)
    80299    0.296    0.000    0.385    0.000 /home/nidhal/.virtualenvs/coog/local/lib/python2.7/site-packages/msgpack/fallback.py:238(feed)
   141128    0.187    0.000    0.381    0.000 /home/nidhal/workspace/coog/trytond/trytond/cache.py:198(setdefault)
    28971    0.063    0.000    0.381    0.000 /home/nidhal/.virtualenvs/coog/local/lib/python2.7/site-packages/sql/__init__.py:336(_order_by_str)
        1    0.000    0.000    0.380    0.380 /home/nidhal/workspace/coog/trytond/trytond/modules/endorsement/endorsement.py:1859(apply)
    38218    0.173    0.000    0.379    0.000 /home/nidhal/workspace/coog/trytond/trytond/modules/company/company.py:380(_get_cache_key)
        2    0.000    0.000    0.375    0.187 /home/nidhal/workspace/coog/trytond/trytond/modules/report_engine/event.py:156(get_objects_origins_templates_for_event)
    48919    0.219    0.000    0.371    0.000 /home/nidhal/workspace/coog/trytond/trytond/transaction.py:152(set_user)
      6/4    0.000    0.000    0.365    0.091 <string>:1(read__report_template)
   560129    0.364    0.000    0.364    0.000 {method 'gets' of 'hiredis.Reader' objects}
        2    0.000    0.000    0.362    0.181 /home/nidhal/workspace/coog/trytond/trytond/modules/report_engine/event.py:139(get_templates_and_objs_for_event_type)
        2    0.000    0.000    0.362    0.181 /home/nidhal/workspace/coog/trytond/trytond/modules/report_engine/event.py:140(<dictcomp>)
        2    0.000    0.000    0.362    0.181 /home/nidhal/workspace/coog/trytond/trytond/modules/report_engine/event.py:143(filter_objects_for_report)
    29250    0.058    0.000    0.361    0.000 /home/nidhal/.virtualenvs/coog/local/lib/python2.7/site-packages/sql/__init__.py:427(columns)
        2    0.002    0.001    0.360    0.180 <string>:1(_validate__account_invoice_line_detail)
       65    0.003    0.000    0.356    0.005 /home/nidhal/workspace/coog/trytond/trytond/modules/coog_core/fields.py:113(get)
        2    0.000    0.000    0.354    0.177 /home/nidhal/workspace/coog/trytond/trytond/modules/report_engine/event.py:118(template_matches)
        4    0.000    0.000    0.353    0.088 /home/nidhal/workspace/coog/trytond/trytond/modules/distribution_report_engine/event.py:14(get_templates_list)
        2    0.000    0.000    0.343    0.171 /home/nidhal/workspace/coog/trytond/trytond/modules/contract_insurance_invoice_dunning/contract.py:94(get_invoice_periods)
        1    0.000    0.000    0.338    0.338 /home/nidhal/workspace/coog/trytond/trytond/modules/premium/contract.py:275(get_dates)
    57/30    0.001    0.000    0.337    0.011 <string>:1(read__loan)
        1    0.000    0.000    0.337    0.337 /home/nidhal/workspace/coog/trytond/trytond/modules/piga/offered.py:48(get_dates)
    14999    0.175    0.000    0.336    0.000 /home/nidhal/workspace/coog/trytond/trytond/model/fields/field.py:132(__init__)
        1    0.000    0.000    0.336    0.336 /home/nidhal/workspace/coog/trytond/trytond/modules/contract_loan_invoice/offered.py:35(get_dates)
    15442    0.035    0.000    0.335    0.000 /home/nidhal/workspace/coog/trytond/trytond/model/fields/numeric.py:41(sql_column)
    37311    0.083    0.000    0.332    0.000 /usr/lib/python2.7/decimal.py:872(__ne__)
        1    0.000    0.000    0.330    0.330 /home/nidhal/workspace/coog/trytond/trytond/modules/publi_400/report_engine.py:193(print_reports)
  1525588    0.329    0.000    0.329    0.000 {method 'group' of '_sre.SRE_Match' objects}
     5418    0.015    0.000    0.329    0.000 /home/nidhal/.virtualenvs/coog/local/lib/python2.7/site-packages/sql/__init__.py:1028(select)
      340    0.002    0.000    0.328    0.001 /home/nidhal/workspace/coog/trytond/trytond/modules/commission_insurance/commission.py:216(update_cancel_copy)
        2    0.000    0.000    0.323    0.162 /home/nidhal/workspace/coog/trytond/trytond/modules/contract_insurance/contract.py:830(write)
      170    0.004    0.000    0.322    0.002 /home/nidhal/workspace/coog/trytond/trytond/modules/account_payment_sepa_contract/invoice.py:35(update_invoice_before_post)
        1    0.000    0.000    0.321    0.321 /home/nidhal/workspace/coog/trytond/trytond/modules/loan/loan.py:492(calculate)
        1    0.006    0.006    0.320    0.320 /home/nidhal/workspace/coog/trytond/trytond/modules/loan/loan.py:400(update_increments_and_calculate_payments)
     6744    0.071    0.000    0.320    0.000 /home/nidhal/.virtualenvs/coog/local/lib/python2.7/site-packages/sql/__init__.py:621(__init__)
      512    0.001    0.000    0.319    0.001 /home/nidhal/workspace/coog/trytond/trytond/modules/account/move.py:1613(<genexpr>)
        1    0.000    0.000    0.315    0.315 /home/nidhal/workspace/coog/trytond/trytond/modules/publi_400/report_engine.py:182(print_lgn_files)
        1    0.000    0.000    0.315    0.315 /home/nidhal/workspace/coog/trytond/trytond/modules/publi_400/report_engine.py:281(create_lgn_file)
      170    0.002    0.000    0.313    0.002 /home/nidhal/workspace/coog/trytond/trytond/modules/account_payment_cog/move.py:203(get_payment_journal)
      170    0.001    0.000    0.312    0.002 /home/nidhal/workspace/coog/trytond/trytond/backend/postgresql/database.py:339(lock)
29133/28918    0.070    0.000    0.311    0.000 /home/nidhal/.virtualenvs/coog/local/lib/python2.7/site-packages/sql/__init__.py:1062(params)
   306933    0.307    0.000    0.307    0.000 /home/nidhal/.virtualenvs/coog/local/lib/python2.7/site-packages/sql/__init__.py:1315(__init__)
     1382    0.005    0.000    0.299    0.000 /home/nidhal/workspace/coog/trytond/trytond/ir/property.py:72(<genexpr>)
    79524    0.298    0.000    0.298    0.000 /home/nidhal/.virtualenvs/coog/local/lib/python2.7/site-packages/redis/client.py:235(float_or_none)
  195/191    0.010    0.000    0.294    0.002 /home/nidhal/workspace/coog/trytond/trytond/model/fields/many2many.py:282(convert_domain)
     1023    0.003    0.000    0.294    0.000 /home/nidhal/workspace/coog/trytond/trytond/modules/account/move.py:1449(<genexpr>)
    42962    0.277    0.000    0.292    0.000 /home/nidhal/workspace/coog/trytond/trytond/tools/misc.py:271(grouped_slice)
        7    0.000    0.000    0.291    0.042 <string>:1(search__contract_premium)
      170    0.004    0.000    0.291    0.002 /home/nidhal/workspace/coog/trytond/trytond/modules/contract_insurance_payment/configuration.py:14(get_payment_journal)
    16347    0.112    0.000    0.286    0.000 /home/nidhal/workspace/coog/trytond/trytond/model/modelstorage.py:116(read)
    21/15    0.000    0.000    0.285    0.019 <string>:1(read__offered_product)
    39762    0.190    0.000    0.280    0.000 /home/nidhal/workspace/coog/trytond/trytond/perf_analyzer.py:278(analyze_before)
        1    0.000    0.000    0.279    0.279 /home/nidhal/workspace/coog/trytond/trytond/modules/premium_insurance/offered.py:40(get_dates)
     2792    0.107    0.000    0.277    0.000 /home/nidhal/workspace/coog/trytond/trytond/model/fields/field.py:94(get_eval_fields)
    16547    0.035    0.000    0.276    0.000 /home/nidhal/workspace/coog/trytond/trytond/model/fields/integer.py:24(sql_format)
15357/15318    0.045    0.000    0.270    0.000 /home/nidhal/.virtualenvs/coog/local/lib/python2.7/site-packages/sql/conditionals.py:92(__str__)
    12805    0.050    0.000    0.269    0.000 /home/nidhal/workspace/coog/trytond/trytond/model/fields/many2one.py:72(__set__)
      170    0.002    0.000    0.269    0.002 /home/nidhal/workspace/coog/trytond/trytond/ir/sequence.py:223(validate)
        3    0.000    0.000    0.269    0.090 /home/nidhal/workspace/coog/trytond/trytond/modules/piga/offered.py:121(calculate_population_code)
     2234    0.002    0.000    0.268    0.000 /home/nidhal/workspace/coog/trytond/trytond/modules/account/move.py:1412(<genexpr>)
        1    0.001    0.001    0.265    0.265 /home/nidhal/workspace/coog/trytond/trytond/modules/contract_insurance_invoice/contract.py:1438(dump_future_invoices)
        9    0.000    0.000    0.262    0.029 <string>:1(read__commission)
      491    0.002    0.000    0.258    0.001 /home/nidhal/workspace/coog/trytond/trytond/cache.py:151(set)
       25    0.000    0.000    0.257    0.010 <string>:1(read__endorsement_contract)
        3    0.000    0.000    0.255    0.085 /home/nidhal/workspace/coog/trytond/trytond/modules/piga/offered.py:132(_do_calculate_population_code)
      340    0.001    0.000    0.253    0.001 /home/nidhal/workspace/coog/trytond/trytond/modules/commission_multi_agents/commission.py:22(update_agent_from_contract)
      170    0.001    0.000    0.249    0.001 /home/nidhal/workspace/coog/trytond/trytond/modules/contract_loan_invoice/contract.py:58(set_future_invoice_lines)
      170    0.004    0.000    0.246    0.001 /home/nidhal/workspace/coog/trytond/trytond/ir/sequence.py:229(check_prefix_suffix)
        7    0.000    0.000    0.246    0.035 :2(fct__6517170274379292837)
      338    0.002    0.000    0.246    0.001 /home/nidhal/workspace/coog/trytond/trytond/modules/contract_loan_invoice/invoice.py:19(new_detail_from_premium)
  1438001    0.245    0.000    0.245    0.000 /home/nidhal/.virtualenvs/coog/local/lib/python2.7/site-packages/redis/_compat.py:120(b)
      170    0.010    0.000    0.243    0.001 /home/nidhal/workspace/coog/trytond/trytond/modules/contract_insurance_invoice/contract.py:1460(set_future_invoice_lines)
    88098    0.242    0.000    0.242    0.000 {method 'encode' of 'unicode' objects}
    21743    0.114    0.000    0.241    0.000 /home/nidhal/.virtualenvs/coog/local/lib/python2.7/site-packages/sql/functions.py:85(params)
        1    0.000    0.000    0.238    0.238 <string>:128(<Expression u'cleanup_data(record.contract.billing_information.sepa_mandate.identification if (record.contract.billing_information.sepa_mandate.identification) else "")'>)
   339221    0.238    0.000    0.238    0.000 {method 'pop' of 'list' objects}
    23557    0.071    0.000    0.238    0.000 /home/nidhal/.virtualenvs/coog/local/lib/python2.7/site-packages/sql/__init__.py:1479(__str__)
