         338383121 function calls (321309617 primitive calls) in 477.753 seconds

   Ordered by: cumulative time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
    15340    0.032    0.000    0.240    0.000 /home/nidhal/.virtualenvs/coog/local/lib/python2.7/site-packages/sql/__init__.py:1343(params)
        4    0.001    0.000    0.238    0.060 <string>:1(_validate__account_invoice_logging)
        7    0.000    0.000    0.236    0.034 /home/nidhal/workspace/coog/trytond/trytond/modules/premium_insurance/offered.py:62(do_calculate)
38949/38191    0.072    0.000    0.236    0.000 /home/nidhal/.virtualenvs/coog/local/lib/python2.7/site-packages/sql/conditionals.py:40(_format)
    47/42    0.000    0.000    0.234    0.006 <string>:1(read__contract_covered_element)
    90805    0.234    0.000    0.234    0.000 {method 'encode' of 'unicode' objects}
      338    0.005    0.000    0.232    0.001 /home/nidhal/workspace/coog/trytond/trytond/modules/contract_insurance_invoice/invoice.py:601(new_detail_from_premium)
        7    0.000    0.000    0.232    0.033 /home/nidhal/workspace/coog/trytond/trytond/modules/premium/offered.py:201(do_calculate)
        1    0.000    0.000    0.232    0.232 /home/nidhal/workspace/coog/trytond/trytond/modules/contract/contract.py:841(setter_end_date)
      338    0.002    0.000    0.231    0.001 /home/nidhal/workspace/coog/trytond/trytond/modules/commission_waiting/commission.py:58(get_move)
      6/4    0.000    0.000    0.231    0.058 <string>:1(read__report_template)
    39616    0.111    0.000    0.230    0.000 /usr/lib/python2.7/decimal.py:2508(_rescale)
   211503    0.143    0.000    0.227    0.000 /home/nidhal/workspace/coog/trytond/trytond/model/fields/many2one.py:81(sql_format)
   354196    0.150    0.000    0.225    0.000 /home/nidhal/.virtualenvs/coog/local/lib/python2.7/site-packages/sql/__init__.py:429(<genexpr>)
      170    0.004    0.000    0.222    0.001 /home/nidhal/workspace/coog/trytond/trytond/ir/sequence.py:229(check_prefix_suffix)
   344158    0.221    0.000    0.221    0.000 {method 'pop' of 'list' objects}
  1374282    0.220    0.000    0.220    0.000 /home/nidhal/workspace/coog/trytond/trytond/ir/model.py:723(<genexpr>)
     8352    0.063    0.000    0.220    0.000 /usr/lib/python2.7/decimal.py:1126(__add__)
       25    0.000    0.000    0.218    0.009 <string>:1(read__endorsement_contract)
   131749    0.203    0.000    0.218    0.000 /usr/lib/python2.7/decimal.py:5424(__init__)
21423/21422    0.060    0.000    0.218    0.000 /home/nidhal/workspace/coog/trytond/trytond/model/fields/field.py:288(convert_order)
29752/24150    0.075    0.000    0.218    0.000 /home/nidhal/workspace/coog/trytond/trytond/model/modelsql.py:1474(convert_from)
3594/2052    0.039    0.000    0.215    0.000 /home/nidhal/workspace/coog/trytond/trytond/model/modelstorage.py:1388(_save_values)
        5    0.002    0.000    0.214    0.043 /home/nidhal/workspace/coog/trytond/trytond/modules/contract/event.py:82(get_event_keys)
    89182    0.167    0.000    0.214    0.000 /home/nidhal/workspace/coog/trytond/trytond/model/modelsql.py:1283(is_leaf)
     3481    0.016    0.000    0.213    0.000 /home/nidhal/.virtualenvs/coog/local/lib/python2.7/site-packages/sql/__init__.py:934(insert)
     2220    0.002    0.000    0.212    0.000 /home/nidhal/workspace/coog/trytond/trytond/modules/account/move.py:1412(<genexpr>)
    69675    0.211    0.000    0.211    0.000 /usr/lib/python2.7/dist-packages/simplejson/encoder.py:119(__init__)
    29594    0.198    0.000    0.209    0.000 /home/nidhal/.virtualenvs/coog/local/lib/python2.7/site-packages/sql/__init__.py:436(where)
      346    0.007    0.000    0.208    0.001 /home/nidhal/workspace/coog/trytond/trytond/modules/account_invoice_cog/invoice.py:111(validate)
      452    0.001    0.000    0.208    0.000 /home/nidhal/workspace/coog/trytond/trytond/modules/account_payment_sepa_contract/event.py:14(get_related_instances)
     9656    0.109    0.000    0.207    0.000 /home/nidhal/workspace/coog/trytond/trytond/tools/misc.py:280(is_instance_method)
      452    0.001    0.000    0.207    0.000 /home/nidhal/workspace/coog/trytond/trytond/modules/contract_insurance_invoice_dunning/event.py:14(get_related_instances)
      171    0.001    0.000    0.207    0.001 <string>:1(read__company_company)
      452    0.001    0.000    0.206    0.000 /home/nidhal/workspace/coog/trytond/trytond/modules/contract_insurance_payment/event.py:48(get_related_instances)
      452    0.001    0.000    0.206    0.000 /home/nidhal/workspace/coog/trytond/trytond/modules/account_dunning_cog/event.py:49(get_related_instances)
   358435    0.205    0.000    0.205    0.000 {method 'startswith' of 'str' objects}
      452    0.001    0.000    0.205    0.000 /home/nidhal/workspace/coog/trytond/trytond/modules/contract_insurance_invoice/event.py:63(get_related_instances)
   283090    0.205    0.000    0.205    0.000 /home/nidhal/.virtualenvs/coog/local/lib/python2.7/site-packages/redis/connection.py:71(get_token)
      338    0.003    0.000    0.205    0.001 /home/nidhal/workspace/coog/trytond/trytond/modules/commission_insurance/commission.py:552(match)
      685    0.005    0.000    0.202    0.000 /home/nidhal/workspace/coog/trytond/trytond/modules/account/move.py:1324(validate)
      169    0.006    0.000    0.202    0.001 :2(fct_3922497643829111883)
      509    0.005    0.000    0.201    0.000 /home/nidhal/workspace/coog/trytond/trytond/modules/account/configuration.py:90(on_change_with_tax_rounding)
    42152    0.103    0.000    0.200    0.000 /home/nidhal/.virtualenvs/coog/local/lib/python2.7/site-packages/msgpack/fallback.py:815(_fb_pack_map_header)
     3263    0.022    0.000    0.197    0.000 /home/nidhal/.virtualenvs/coog/local/lib/python2.7/site-packages/sql/__init__.py:938(update)
   742261    0.174    0.000    0.196    0.000 {method 'add' of 'set' objects}
     6283    0.060    0.000    0.195    0.000 /home/nidhal/workspace/coog/trytond/trytond/model/fields/many2one.py:247(_get_target_tables)
      174    0.009    0.000    0.192    0.001 /home/nidhal/workspace/coog/trytond/trytond/modules/loan/loan.py:1233(create_payment)
    36063    0.162    0.000    0.192    0.000 /home/nidhal/.virtualenvs/coog/local/lib/python2.7/site-packages/sql/__init__.py:137(__enter__)
    43416    0.129    0.000    0.190    0.000 /usr/lib/python2.7/decimal.py:800(_cmp)
        1    0.001    0.001    0.187    0.187 /home/nidhal/workspace/coog/trytond/trytond/wizard/wizard.py:312(__init__)
      172    0.001    0.000    0.186    0.001 <string>:1(read__contract_billing_information)
     2219    0.017    0.000    0.185    0.000 /home/nidhal/workspace/coog/trytond/trytond/modules/account/move.py:1330(check_account)
  878/524    0.005    0.000    0.184    0.000 /home/nidhal/workspace/coog/trytond/trytond/modules/coog_core/model.py:225(_save_values)
     6744    0.024    0.000    0.184    0.000 /home/nidhal/.virtualenvs/coog/local/lib/python2.7/site-packages/sql/__init__.py:646(columns)
      340    0.002    0.000    0.183    0.001 /home/nidhal/workspace/coog/trytond/trytond/modules/commission_insurance/commission.py:221(update_agent_from_contract)
        2    0.000    0.000    0.182    0.091 /home/nidhal/workspace/coog/trytond/trytond/modules/contract_insurance/contract.py:830(write)
   614039    0.182    0.000    0.182    0.000 /usr/lib/python2.7/decimal.py:793(__nonzero__)
     1001    0.002    0.000    0.180    0.000 /home/nidhal/.virtualenvs/coog/local/lib/python2.7/site-packages/redis/client.py:1987(hset)
    41117    0.177    0.000    0.177    0.000 /home/nidhal/.virtualenvs/coog/local/lib/python2.7/site-packages/msgpack/fallback.py:613(__init__)
    29315    0.095    0.000    0.177    0.000 /home/nidhal/.virtualenvs/coog/local/lib/python2.7/site-packages/sql/__init__.py:363(_limit_offset_str)
2299/1444    0.035    0.000    0.177    0.000 /home/nidhal/workspace/coog/trytond/trytond/model/fields/many2one.py:221(convert_order)
      512    0.002    0.000    0.177    0.000 /home/nidhal/workspace/coog/trytond/trytond/model/match.py:7(match)
11551/11544    0.012    0.000    0.176    0.000 {method 'sort' of 'list' objects}
   157139    0.139    0.000    0.176    0.000 /usr/lib/python2.7/decimal.py:3724(_dec_from_triple)
     3263    0.023    0.000    0.175    0.000 /home/nidhal/.virtualenvs/coog/local/lib/python2.7/site-packages/sql/__init__.py:719(__init__)
    71/30    0.001    0.000    0.174    0.006 /home/nidhal/workspace/coog/trytond/trytond/modules/report_engine_flow/report_engine.py:210(build_output)
      345    0.004    0.000    0.173    0.001 /home/nidhal/workspace/coog/trytond/trytond/modules/contract_insurance/contract.py:591(init_dict_for_rule_engine)
        7    0.000    0.000    0.173    0.025 <string>:1(search__contract_premium)
     5463    0.024    0.000    0.172    0.000 /home/nidhal/workspace/coog/trytond/trytond/modules/coog_core/ir.py:107(today)
      339    0.000    0.000    0.171    0.001 /home/nidhal/workspace/coog/trytond/trytond/modules/account_invoice/invoice.py:1041(<genexpr>)
      356    0.016    0.000    0.170    0.000 /home/nidhal/workspace/coog/trytond/trytond/modules/rule_engine/rule_engine.py:1058(<dictcomp>)
    40105    0.167    0.000    0.167    0.000 /home/nidhal/workspace/coog/trytond/trytond/perf_analyzer.py:183(_x_key)
     1131    0.002    0.000    0.164    0.000 /home/nidhal/workspace/coog/trytond/trytond/modules/account_invoice_cog/invoice.py:115(<setcomp>)
      512    0.000    0.000    0.164    0.000 /home/nidhal/workspace/coog/trytond/trytond/modules/account/move.py:1613(<genexpr>)
   519426    0.163    0.000    0.163    0.000 {method 'write' of '_io.BytesIO' objects}
   305713    0.163    0.000    0.163    0.000 {_struct.pack}
      169    0.001    0.000    0.161    0.001 /home/nidhal/workspace/coog/trytond/trytond/modules/commission_multi_agents/invoice.py:14(agent_plans_used)
      340    0.005    0.000    0.161    0.000 /home/nidhal/workspace/coog/trytond/trytond/modules/contract_insurance_invoice/contract.py:931(_search_premium_intervals)
   198197    0.107    0.000    0.160    0.000 /usr/lib/python2.7/decimal.py:5835(_convert_other)
     7384    0.024    0.000    0.160    0.000 /home/nidhal/.virtualenvs/coog/local/lib/python2.7/site-packages/sql/__init__.py:264(join)
       10    0.000    0.000    0.157    0.016 <string>:1(read__event_log)
        1    0.000    0.000    0.157    0.157 /home/nidhal/workspace/coog/trytond/trytond/modules/publi_400/report_engine.py:136(get_generated_code)
1561/1556    0.011    0.000    0.156    0.000 /home/nidhal/workspace/coog/trytond/trytond/model/fields/one2many.py:214(__set__)
     7672    0.044    0.000    0.156    0.000 /usr/lib/python2.7/inspect.py:804(getargspec)
    20432    0.021    0.000    0.154    0.000 /home/nidhal/workspace/coog/trytond/trytond/modules/offered_insurance/rule_engine.py:151(deflat_element)
     3465    0.079    0.000    0.154    0.000 /home/nidhal/workspace/coog/trytond/trytond/model/model.py:119(default_get)
        1    0.000    0.000    0.153    0.153 /home/nidhal/workspace/coog/trytond/trytond/modules/premium/contract.py:83(delete_prices)
      683    0.002    0.000    0.152    0.000 /home/nidhal/workspace/coog/trytond/trytond/modules/account/move.py:1383(check_reconciliation)
      5/4    0.000    0.000    0.152    0.038 /home/nidhal/workspace/coog/trytond/trytond/modules/endorsement/endorsement.py:418(write)
    36354    0.058    0.000    0.152    0.000 /home/nidhal/.virtualenvs/coog/local/lib/python2.7/site-packages/sql/__init__.py:166(alias_factory)
        2    0.000    0.000    0.150    0.075 /home/nidhal/workspace/coog/trytond/trytond/modules/contract_insurance_invoice_dunning/contract.py:70(get_current_dunning)
     1022    0.008    0.000    0.149    0.000 /home/nidhal/workspace/coog/trytond/trytond/modules/account/move.py:211(validate)
       40    0.000    0.000    0.149    0.004 <string>:1(search__contract_option)
      104    0.000    0.000    0.148    0.001 /home/nidhal/workspace/coog/trytond/trytond/modules/coog_core/coog_string.py:123(translate_field)
   280324    0.148    0.000    0.148    0.000 {method 'split' of 'str' objects}
      104    0.001    0.000    0.148    0.001 /home/nidhal/workspace/coog/trytond/trytond/modules/coog_core/coog_string.py:127(translate)
   566180    0.146    0.000    0.146    0.000 {posix.getpid}
        1    0.000    0.000    0.146    0.146 /home/nidhal/workspace/coog/trytond/trytond/modules/premium/contract.py:275(get_dates)
      372    0.001    0.000    0.146    0.000 /home/nidhal/workspace/coog/trytond/trytond/modules/contract_insurance_invoice/contract.py:1249(get_key)
    29633    0.078    0.000    0.146    0.000 /home/nidhal/.virtualenvs/coog/local/lib/python2.7/site-packages/sql/__init__.py:328(order_by)
        1    0.000    0.000    0.145    0.145 /home/nidhal/workspace/coog/trytond/trytond/modules/piga/offered.py:48(get_dates)
  1575410    0.145    0.000    0.145    0.000 {ord}
        1    0.000    0.000    0.145    0.145 /home/nidhal/workspace/coog/trytond/trytond/modules/contract_loan_invoice/offered.py:35(get_dates)
        3    0.000    0.000    0.144    0.048 /home/nidhal/workspace/coog/trytond/trytond/modules/piga/offered.py:121(calculate_population_code)
     3468    0.014    0.000    0.144    0.000 /home/nidhal/.virtualenvs/coog/local/lib/python2.7/site-packages/sql/__init__.py:1080(__str__)
     3263    0.041    0.000    0.144    0.000 /home/nidhal/.virtualenvs/coog/local/lib/python2.7/site-packages/sql/__init__.py:774(params)
     5441    0.017    0.000    0.143    0.000 /home/nidhal/workspace/coog/trytond/trytond/ir/date.py:24(today)
        5    0.000    0.000    0.141    0.028 /home/nidhal/workspace/coog/trytond/trytond/modules/premium/contract.py:589(search_main_contract)
    49764    0.101    0.000    0.140    0.000 /home/nidhal/workspace/coog/trytond/trytond/transaction.py:108(__exit__)
       96    0.000    0.000    0.139    0.001 /home/nidhal/workspace/coog/trytond/trytond/modules/coog_core/coog_string.py:85(translate_label)
        5    0.000    0.000    0.139    0.028 /home/nidhal/workspace/coog/trytond/trytond/modules/premium_insurance/contract.py:85(get_premium_tree)
        3    0.000    0.000    0.138    0.046 /home/nidhal/workspace/coog/trytond/trytond/modules/piga/offered.py:132(_do_calculate_population_code)
        1    0.000    0.000    0.137    0.137 <string>:21(<Expression u'cleanup_data(format(record.contract.insurance_rate * 100, ".2f") if (format(record.contract.insurance_rate * 100, ".2f")) else "")'>)
    71977    0.113    0.000    0.137    0.000 /home/nidhal/.virtualenvs/coog/local/lib/python2.7/site-packages/sql/operators.py:200(_operands)
   102330    0.087    0.000    0.137    0.000 /home/nidhal/workspace/coog/trytond/trytond/model/fields/field.py:210(_get_depends)
   283090    0.137    0.000    0.137    0.000 {method 'remove' of 'set' objects}
        1    0.000    0.000    0.136    0.136 /home/nidhal/workspace/coog/trytond/trytond/modules/piga/contract.py:136(get_insurance_rate)
        1    0.000    0.000    0.136    0.136 <string>:1(delete__loan_increment)
     7384    0.050    0.000    0.136    0.000 /home/nidhal/.virtualenvs/coog/local/lib/python2.7/site-packages/sql/__init__.py:952(__init__)
      169    0.002    0.000    0.135    0.001 /home/nidhal/workspace/coog/trytond/trytond/modules/commission/invoice.py:149(agent_plans_used)
     4840    0.031    0.000    0.134    0.000 /home/nidhal/workspace/coog/trytond/trytond/model/fields/field.py:360(convert_order)
    20379    0.041    0.000    0.133    0.000 /home/nidhal/workspace/coog/trytond/trytond/modules/rule_engine/rule_engine.py:1037(deflat_element)
    49072    0.133    0.000    0.133    0.000 /home/nidhal/.virtualenvs/coog/local/lib/python2.7/site-packages/sql/__init__.py:915(__init__)
    25/19    0.000    0.000    0.133    0.007 <string>:1(read__report_flow_variable)
      349    0.005    0.000    0.131    0.000 /home/nidhal/workspace/coog/trytond/trytond/modules/contract_insurance/contract.py:1273(init_dict_for_rule_engine)
        6    0.000    0.000    0.130    0.022 /home/nidhal/workspace/coog/trytond/trytond/modules/commission_insurance/party.py:109(get_rec_name)
        7    0.000    0.000    0.129    0.018 :2(fct__6517170274379292837)
    46011    0.042    0.000    0.129    0.000 /home/nidhal/workspace/coog/trytond/trytond/model/modelsql.py:1136(<genexpr>)
        1    0.000    0.000    0.129    0.129 <string>:1(delete__contract_premium)
3810/3451    0.003    0.000    0.129    0.000 /home/nidhal/workspace/coog/trytond/trytond/model/fields/one2many.py:224(<genexpr>)
     2458    0.017    0.000    0.128    0.000 /home/nidhal/workspace/coog/trytond/trytond/model/fields/field.py:334(convert_domain)
     3924    0.011    0.000    0.127    0.000 /usr/lib/python2.7/decimal.py:1214(__sub__)
2249/1895    0.005    0.000    0.127    0.000 /home/nidhal/workspace/coog/trytond/trytond/model/fields/one2many.py:217(instance)
     16/8    0.000    0.000    0.126    0.016 <string>:1(read__endorsement_loan_increment)
      374    0.002    0.000    0.126    0.000 /home/nidhal/workspace/coog/trytond/trytond/modules/account/move.py:1202(get_amount)
     16/8    0.000    0.000    0.126    0.016 /home/nidhal/workspace/coog/trytond/trytond/modules/endorsement/endorsement.py:664(read)
   309169    0.126    0.000    0.126    0.000 /home/nidhal/.virtualenvs/coog/local/lib/python2.7/site-packages/sql/__init__.py:1320(__str__)
     5451    0.034    0.000    0.124    0.000 {built-in method now}
     3038    0.076    0.000    0.124    0.000 /home/nidhal/.virtualenvs/coog/local/lib/python2.7/site-packages/dateutil/rrule.py:541(_iter)
        1    0.000    0.000    0.123    0.123 /home/nidhal/workspace/coog/trytond/trytond/modules/coog_core/utils.py:92(is_module_installed)
        1    0.001    0.001    0.123    0.123 /home/nidhal/workspace/coog/trytond/trytond/modules/coog_core/ir.py:308(is_module_installed)
     1022    0.009    0.000    0.122    0.000 /home/nidhal/workspace/coog/trytond/trytond/modules/account/move.py:217(check_date)
    34440    0.106    0.000    0.121    0.000 /usr/lib/python2.7/decimal.py:3852(_raise_error)
   148095    0.116    0.000    0.121    0.000 /usr/lib/python2.7/collections.py:146(setdefault)
    50626    0.091    0.000    0.120    0.000 /usr/lib/python2.7/urlparse.py:168(urlsplit)
    34086    0.048    0.000    0.120    0.000 /home/nidhal/workspace/coog/trytond/trytond/model/fields/field.py:260(_domain_add_null)
    36381    0.099    0.000    0.120    0.000 /home/nidhal/.virtualenvs/coog/local/lib/python2.7/site-packages/sql/__init__.py:209(__init__)
   135902    0.119    0.000    0.119    0.000 {method 'keys' of 'dict' objects}
     3481    0.026    0.000    0.119    0.000 /home/nidhal/.virtualenvs/coog/local/lib/python2.7/site-packages/sql/__init__.py:704(params)
      170    0.001    0.000    0.118    0.001 /home/nidhal/workspace/coog/trytond/trytond/modules/account_invoice/account.py:241(get_invoice_sequence)
   195806    0.118    0.000    0.118    0.000 /home/nidhal/workspace/coog/trytond/trytond/pyson.py:157(pyson)
      6/2    0.000    0.000    0.117    0.058 /home/nidhal/workspace/coog/trytond/trytond/modules/endorsement/endorsement.py:549(update_after_application)
    40105    0.116    0.000    0.116    0.000 /home/nidhal/workspace/coog/trytond/trytond/perf_analyzer.py:180(_call_key)
   308865    0.115    0.000    0.115    0.000 /home/nidhal/workspace/coog/trytond/trytond/model/modelstorage.py:1342(<genexpr>)
        6    0.000    0.000    0.114    0.019 /home/nidhal/workspace/coog/trytond/trytond/modules/offered_insurance/party.py:46(get_rec_name)
   194774    0.114    0.000    0.114    0.000 /usr/lib/python2.7/decimal.py:3895(Etiny)
    40105    0.113    0.000    0.113    0.000 /home/nidhal/workspace/coog/trytond/trytond/perf_analyzer.py:174(_tab_n_key)
        1    0.000    0.000    0.113    0.113 /home/nidhal/workspace/coog/trytond/trytond/modules/offered_eligibility/contract.py:25(check_eligibility)
        1    0.000    0.000    0.113    0.113 /home/nidhal/workspace/coog/trytond/trytond/modules/premium_insurance/offered.py:40(get_dates)
    23482    0.113    0.000    0.113    0.000 {built-in method today}
       14    0.000    0.000    0.112    0.008 <string>:1(read__ir_property)
      3/2    0.000    0.000    0.111    0.056 <string>:1(read__loan_payment)
      170    0.002    0.000    0.111    0.001 /home/nidhal/workspace/coog/trytond/trytond/res/user.py:176(get_language_direction)
    39243    0.075    0.000    0.110    0.000 /home/nidhal/workspace/coog/trytond/trytond/ir/rule.py:155(_get_cache_key)
     4678    0.070    0.000    0.110    0.000 {method 'fetchall' of 'psycopg2.extensions.cursor' objects}
        2    0.000    0.000    0.110    0.055 /home/nidhal/workspace/coog/trytond/trytond/modules/contract_insurance_invoice/contract.py:622(get_last_invoice)
      177    0.002    0.000    0.110    0.001 /home/nidhal/workspace/coog/trytond/trytond/modules/rule_engine/rule_engine.py:1004(execute_table)
        2    0.003    0.001    0.108    0.054 /home/nidhal/workspace/coog/trytond/trytond/modules/contract_insurance_invoice/contract.py:732(get_invoice_periods)
       34    0.000    0.000    0.107    0.003 <string>:1(search__contract_covered_element)
    33525    0.107    0.000    0.107    0.000 /home/nidhal/workspace/coog/trytond/trytond/model/modelstorage.py:1243(<genexpr>)
        1    0.000    0.000    0.107    0.107 <string>:1(delete__loan_payment)
        5    0.000    0.000    0.105    0.021 /home/nidhal/workspace/coog/trytond/trytond/modules/rule_engine/rule_engine.py:991(execute_rule)
   177121    0.090    0.000    0.103    0.000 /usr/lib/python2.7/decimal.py:2803(adjusted)
    53328    0.068    0.000    0.103    0.000 /home/nidhal/workspace/coog/trytond/trytond/model/model.py:412(__hash__)
        2    0.000    0.000    0.103    0.051 /home/nidhal/workspace/coog/trytond/trytond/modules/report_engine/event.py:156(get_objects_origins_templates_for_event)
     3482    0.039    0.000    0.102    0.000 /home/nidhal/workspace/coog/trytond/trytond/model/modelsql.py:1316(_update_mptt)
        1    0.000    0.000    0.102    0.102 /home/nidhal/workspace/coog/trytond/trytond/modules/piga/contract.py:322(check_eligibility)
     7113    0.008    0.000    0.102    0.000 /home/nidhal/.virtualenvs/coog/local/lib/python2.7/site-packages/sql/__init__.py:1089(<genexpr>)
    67789    0.064    0.000    0.100    0.000 /usr/lib/python2.7/copy.py:66(copy)
        1    0.000    0.000    0.100    0.100 /home/nidhal/workspace/coog/trytond/trytond/modules/contract_insurance_invoice/move.py:159(split)
        1    0.000    0.000    0.100    0.100 /home/nidhal/workspace/coog/trytond/trytond/modules/account_cog/move.py:283(split)
    22108    0.066    0.000    0.099    0.000 /home/nidhal/.virtualenvs/coog/local/lib/python2.7/site-packages/sql/functions.py:57(__init__)
        1    0.000    0.000    0.098    0.098 /home/nidhal/workspace/coog/trytond/trytond/modules/endorsement_loan/offered.py:34(get_rebill_end)
      170    0.001    0.000    0.096    0.001 /home/nidhal/workspace/coog/trytond/trytond/modules/company_cog/company.py:33(get_rec_name)
     1197    0.004    0.000    0.096    0.000 /home/nidhal/workspace/coog/trytond/trytond/modules/coog_core/utils.py:126(filter_list_at_date)
    20/16    0.000    0.000    0.095    0.006 /home/nidhal/workspace/coog/trytond/trytond/modules/report_engine_flow/report_engine.py:113(<lambda>)
        1    0.000    0.000    0.094    0.094 /home/nidhal/workspace/coog/trytond/trytond/modules/contract/contract.py:2042(set_automatic_end_date)
        1    0.000    0.000    0.094    0.094 /home/nidhal/workspace/coog/trytond/trytond/modules/loan/contract.py:341(calculate_automatic_end_date)
   230688    0.094    0.000    0.094    0.000 {method 'get' of 'dictproxy' objects}
    13891    0.085    0.000    0.094    0.000 /home/nidhal/.virtualenvs/coog/local/lib/python2.7/site-packages/sql/__init__.py:1184(__eq__)
    20/16    0.000    0.000    0.094    0.006 /home/nidhal/workspace/coog/trytond/trytond/modules/report_engine_flow/report_engine.py:202(get_else_generated_code)
      172    0.001    0.000    0.094    0.001 /home/nidhal/workspace/coog/trytond/trytond/modules/account_invoice/account.py:268(<setcomp>)
    59856    0.070    0.000    0.094    0.000 /home/nidhal/.virtualenvs/coog/local/lib/python2.7/site-packages/sql/__init__.py:650(<genexpr>)
   652812    0.093    0.000    0.093    0.000 {thread.get_ident}
    80211    0.093    0.000    0.093    0.000 /home/nidhal/workspace/coog/trytond/trytond/perf_analyzer.py:131(__call__)
        2    0.000    0.000    0.093    0.046 /home/nidhal/workspace/coog/trytond/trytond/modules/report_engine/event.py:139(get_templates_and_objs_for_event_type)
        2    0.000    0.000    0.092    0.046 /home/nidhal/workspace/coog/trytond/trytond/modules/report_engine/event.py:140(<dictcomp>)
        2    0.000    0.000    0.092    0.046 /home/nidhal/workspace/coog/trytond/trytond/modules/report_engine/event.py:143(filter_objects_for_report)
    13396    0.019    0.000    0.092    0.000 /home/nidhal/.virtualenvs/coog/local/lib/python2.7/site-packages/sql/__init__.py:762(<genexpr>)
     1555    0.005    0.000    0.092    0.000 /home/nidhal/workspace/coog/trytond/trytond/modules/coog_core/utils.py:117(is_effective_at_date)
        6    0.000    0.000    0.092    0.015 /home/nidhal/workspace/coog/trytond/trytond/modules/bank_cog/party.py:118(get_rec_name)
      169    0.001    0.000    0.091    0.001 /home/nidhal/workspace/coog/trytond/trytond/modules/account_invoice_cog/configuration.py:33(_tax_rounding)
      353    0.002    0.000    0.091    0.000 /home/nidhal/workspace/coog/trytond/trytond/modules/contract/contract.py:1147(init_dict_for_rule_engine)
     5441    0.046    0.000    0.090    0.000 /home/nidhal/.virtualenvs/coog/local/lib/python2.7/site-packages/pytz/tzinfo.py:179(fromutc)
     1580    0.010    0.000    0.090    0.000 /usr/lib/python2.7/collections.py:191(fromkeys)
     7672    0.061    0.000    0.089    0.000 /usr/lib/python2.7/inspect.py:744(getargs)
       26    0.000    0.000    0.089    0.003 <string>:1(search__endorsement_contract_field)
    10759    0.035    0.000    0.089    0.000 /home/nidhal/workspace/coog/trytond/trytond/model/model.py:390(__repr__)
       22    0.000    0.000    0.089    0.004 <string>:1(search__report_flow_variable)
       12    0.000    0.000    0.088    0.007 /home/nidhal/workspace/coog/trytond/trytond/modules/party_cog/party.py:302(get_is_actor)
    24070    0.058    0.000    0.087    0.000 /home/nidhal/.virtualenvs/coog/local/lib/python2.7/site-packages/sql/__init__.py:1464(__init__)
    36354    0.078    0.000    0.086    0.000 /home/nidhal/.virtualenvs/coog/local/lib/python2.7/site-packages/sql/__init__.py:43(alias)
   100320    0.085    0.000    0.085    0.000 {method 'clear' of 'dict' objects}
       22    0.000    0.000    0.085    0.004 <string>:1(search__endorsement_loan_increment_field)
      340    0.003    0.000    0.085    0.000 /home/nidhal/workspace/coog/trytond/trytond/modules/contract_waiver_premium/contract.py:53(finalize_invoices_lines)
      172    0.001    0.000    0.084    0.000 /home/nidhal/workspace/coog/trytond/trytond/modules/account_invoice/account.py:269(<setcomp>)
    12141    0.073    0.000    0.084    0.000 /home/nidhal/.virtualenvs/coog/local/lib/python2.7/site-packages/sql/__init__.py:1203(in_)
        2    0.000    0.000    0.084    0.042 /home/nidhal/workspace/coog/trytond/trytond/modules/endorsement/endorsement.py:534(get_records_before_application)
        2    0.000    0.000    0.084    0.042 <string>:1(_validate__contract_covered_element)
        1    0.000    0.000    0.083    0.083 /home/nidhal/workspace/coog/trytond/trytond/modules/contract/contract.py:2048(calculate_automatic_end_date)
   114037    0.083    0.000    0.083    0.000 {min}
    50626    0.050    0.000    0.082    0.000 <string>:8(__new__)
      9/5    0.000    0.000    0.082    0.016 <string>:1(read__loan_share)
        4    0.000    0.000    0.082    0.020 /home/nidhal/workspace/coog/trytond/trytond/modules/coog_core/model.py:540(table_query)
     2219    0.007    0.000    0.081    0.000 /home/nidhal/workspace/coog/trytond/trytond/modules/account/move.py:1020(on_change_with_party_required)
    28/20    0.000    0.000    0.081    0.004 <string>:1(read__rule_engine)
     3468    0.038    0.000    0.081    0.000 /home/nidhal/.virtualenvs/coog/local/lib/python2.7/site-packages/sql/__init__.py:1092(params)
      355    0.007    0.000    0.081    0.000 /home/nidhal/workspace/coog/trytond/trytond/ir/model.py:659(get_access)
        1    0.000    0.000    0.081    0.081 /home/nidhal/workspace/coog/trytond/trytond/modules/premium_insurance/offered.py:30(get_covered_element_dates)
    13/11    0.000    0.000    0.080    0.007 <string>:1(read__contract_premium)
      170    0.002    0.000    0.080    0.000 /home/nidhal/workspace/coog/trytond/trytond/modules/contract_insurance_invoice/invoice.py:298(update_invoice_before_post)
    40105    0.080    0.000    0.080    0.000 /home/nidhal/workspace/coog/trytond/trytond/perf_analyzer.py:177(_tab_t_key)
        1    0.000    0.000    0.080    0.080 /home/nidhal/workspace/coog/trytond/trytond/modules/offered_eligibility/offered.py:22(check_eligibility)
       15    0.000    0.000    0.079    0.005 /home/nidhal/workspace/coog/trytond/trytond/modules/offered_insurance/rule_engine.py:128(get_external_extra_data_def)
    16498    0.046    0.000    0.079    0.000 /home/nidhal/workspace/coog/trytond/trytond/model/model.py:397(__eq__)
