         338383121 function calls (321309617 primitive calls) in 477.753 seconds

   Ordered by: cumulative time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
        1    0.000    0.000    0.012    0.012 /home/nidhal/workspace/coog/trytond/trytond/modules/offered_distribution/distribution.py:38(get_parent_com_products_id)
     3613    0.007    0.000    0.012    0.000 /home/nidhal/workspace/coog/trytond/trytond/transaction.py:213(language)
        6    0.000    0.000    0.012    0.002 /home/nidhal/workspace/coog/trytond/trytond/modules/commission_insurance/party.py:86(get_broker)
       15    0.000    0.000    0.012    0.001 /home/nidhal/workspace/coog/trytond/trytond/modules/contract/contract.py:1969(get_version_at_date)
        8    0.000    0.000    0.012    0.002 /home/nidhal/workspace/coog/trytond/trytond/modules/currency_cog/currency.py:35(amount_as_string)
        1    0.000    0.000    0.012    0.012 /home/nidhal/workspace/coog/trytond/trytond/modules/endorsement_insurance_invoice/offered.py:125(get_contract_dates)
        1    0.000    0.000    0.012    0.012 <string>:1(search__distribution_commercial_product)
     7384    0.010    0.000    0.012    0.000 /home/nidhal/.virtualenvs/coog/local/lib/python2.7/site-packages/sql/__init__.py:995(type_)
        1    0.000    0.000    0.012    0.012 /home/nidhal/workspace/coog/trytond/trytond/modules/endorsement_insurance_invoice/endorsement.py:79(rebill_endorsement_dates)
      170    0.001    0.000    0.012    0.000 /home/nidhal/.virtualenvs/coog/local/lib/python2.7/site-packages/sql/functions.py:78(__str__)
        3    0.000    0.000    0.012    0.004 /home/nidhal/workspace/coog/trytond/trytond/modules/premium/contract.py:581(get_rec_name)
      177    0.001    0.000    0.012    0.000 /home/nidhal/workspace/coog/trytond/trytond/modules/currency_cog/model.py:48(on_change_currency)
       15    0.000    0.000    0.012    0.001 /home/nidhal/workspace/coog/trytond/trytond/modules/contract_insurance/contract.py:1006(get_version_at_date)
     2392    0.004    0.000    0.012    0.000 /usr/lib/python2.7/decimal.py:1769(_round_half_even)
    36063    0.012    0.000    0.012    0.000 /home/nidhal/.virtualenvs/coog/local/lib/python2.7/site-packages/sql/__init__.py:131(__init__)
        2    0.000    0.000    0.012    0.006 <string>:1(_validate__endorsement)
       16    0.000    0.000    0.012    0.001 /home/nidhal/workspace/coog/trytond/trytond/modules/coog_core/event.py:53(get_event_type_data_from_code)
     2974    0.007    0.000    0.012    0.000 /home/nidhal/workspace/coog/trytond/trytond/model/fields/boolean.py:26(_domain_add_null)
        1    0.000    0.000    0.012    0.012 <string>:3(<Expression u'iter(record.contract.covered_element_options)'>)
     3481    0.010    0.000    0.012    0.000 /home/nidhal/.virtualenvs/coog/local/lib/python2.7/site-packages/sql/__init__.py:657(values)
      181    0.001    0.000    0.012    0.000 /usr/lib/python2.7/ast.py:40(literal_eval)
       63    0.000    0.000    0.011    0.000 /home/nidhal/.virtualenvs/coog/local/lib/python2.7/site-packages/genshi/template/directives.py:63(attach)
        4    0.000    0.000    0.011    0.003 <string>:1(search__contract_extra_data)
        4    0.000    0.000    0.011    0.003 <string>:1(search__contract_option_version)
   220/36    0.001    0.000    0.011    0.000 /usr/lib/python2.7/copy.py:253(_deepcopy_dict)
        4    0.000    0.000    0.011    0.003 <string>:1(search__contract_covered_element_version)
        4    0.000    0.000    0.011    0.003 <string>:1(search__process_log)
    65/38    0.000    0.000    0.011    0.000 /home/nidhal/.virtualenvs/coog/local/lib/python2.7/site-packages/genshi/template/astutil.py:499(_f)
      173    0.001    0.000    0.011    0.000 /home/nidhal/workspace/coog/trytond/trytond/modules/contract_insurance_invoice/contract.py:1755(on_change_with_direct_debit)
    29594    0.011    0.000    0.011    0.000 /home/nidhal/.virtualenvs/coog/local/lib/python2.7/site-packages/sql/__init__.py:415(distinct_on)
      704    0.001    0.000    0.011    0.000 /home/nidhal/workspace/coog/trytond/trytond/modules/bank_cog/party.py:172(union_field)
        2    0.000    0.000    0.011    0.006 /home/nidhal/workspace/coog/trytond/trytond/modules/commission_multi_agents/commission.py:68(get_second_level_commission)
      356    0.001    0.000    0.011    0.000 /home/nidhal/workspace/coog/trytond/trytond/modules/rule_engine/rule_engine.py:1363(add_debug_log)
     1885    0.009    0.000    0.011    0.000 /home/nidhal/.virtualenvs/coog/local/lib/python2.7/site-packages/sql/__init__.py:1130(__sub__)
    15339    0.009    0.000    0.011    0.000 /home/nidhal/workspace/coog/trytond/trytond/model/fields/field.py:51(depends_validate)
       63    0.000    0.000    0.011    0.000 /home/nidhal/.virtualenvs/coog/local/lib/python2.7/site-packages/genshi/template/directives.py:59(__init__)
       63    0.000    0.000    0.011    0.000 /home/nidhal/.virtualenvs/coog/local/lib/python2.7/site-packages/genshi/template/directives.py:103(_parse_expr)
    41117    0.011    0.000    0.011    0.000 {method 'getvalue' of '_io.BytesIO' objects}
     1823    0.004    0.000    0.011    0.000 /usr/lib/python2.7/collections.py:64(__delitem__)
        1    0.000    0.000    0.011    0.011 /home/nidhal/workspace/coog/trytond/trytond/modules/piga/offered.py:42(get_loan_dates)
     4101    0.005    0.000    0.011    0.000 /usr/lib/python2.7/decimal.py:2919(copy_negate)
      170    0.001    0.000    0.011    0.000 /home/nidhal/workspace/coog/trytond/trytond/modules/contract/contract.py:938(<dictcomp>)
      346    0.001    0.000    0.011    0.000 /usr/lib/python2.7/contextlib.py:15(__enter__)
       25    0.000    0.000    0.011    0.000 /home/nidhal/workspace/coog/trytond/trytond/modules/coog_core/model.py:406(get_rec_name)
      395    0.004    0.000    0.011    0.000 /home/nidhal/.virtualenvs/coog/lib/python2.7/linecache.py:43(checkcache)
    49764    0.011    0.000    0.011    0.000 /home/nidhal/workspace/coog/trytond/trytond/transaction.py:105(__enter__)
        1    0.000    0.000    0.011    0.011 <string>:1(read__distribution_commercial_product)
        2    0.000    0.000    0.011    0.005 /home/nidhal/workspace/coog/trytond/trytond/modules/endorsement/endorsement.py:1338(group_per_model)
        1    0.000    0.000    0.011    0.011 /home/nidhal/workspace/coog/trytond/trytond/ir/action.py:377(<setcomp>)
        1    0.000    0.000    0.011    0.011 <string>:1(read__account_invoice_line_detail)
     3093    0.009    0.000    0.010    0.000 /home/nidhal/.virtualenvs/coog/local/lib/python2.7/site-packages/sql/__init__.py:161(set)
        3    0.000    0.000    0.010    0.003 <string>:1(search__endorsement_loan_increment)
        2    0.000    0.000    0.010    0.005 <string>:1(search__contract_waiver_premium_contract_option)
      507    0.001    0.000    0.010    0.000 /home/nidhal/workspace/coog/trytond/trytond/modules/account_invoice/invoice.py:829(tax_date)
        2    0.000    0.000    0.010    0.005 /home/nidhal/workspace/coog/trytond/trytond/report/report.py:168(__getattr__)
        2    0.000    0.000    0.010    0.005 /home/nidhal/workspace/coog/trytond/trytond/modules/loan/loan.py:682(on_change_with_currency_digits)
        1    0.000    0.000    0.010    0.010 <string>:1(read__ir_action_wizard)
        3    0.000    0.000    0.010    0.003 <string>:1(search__endorsement)
        1    0.000    0.000    0.010    0.010 /home/nidhal/workspace/coog/trytond/trytond/modules/contract/event.py:31(get_targets_and_origin_from_object_and_template)
      682    0.003    0.000    0.010    0.000 /home/nidhal/workspace/coog/trytond/trytond/modules/commission_waiting/account.py:15(_get_origin)
     1719    0.008    0.000    0.010    0.000 /home/nidhal/.virtualenvs/coog/local/lib/python2.7/site-packages/dateutil/relativedelta.py:212(_fix)
        1    0.000    0.000    0.010    0.010 /home/nidhal/workspace/coog/trytond/trytond/modules/loan/loan.py:773(calculate_synch_first_payment_date)
     1575    0.009    0.000    0.010    0.000 /home/nidhal/.virtualenvs/coog/local/lib/python2.7/site-packages/sql/__init__.py:1199(__ge__)
    29306    0.010    0.000    0.010    0.000 /home/nidhal/.virtualenvs/coog/local/lib/python2.7/site-packages/sql/__init__.py:466(for_)
     5446    0.010    0.000    0.010    0.000 {_bisect.bisect_right}
     4372    0.010    0.000    0.010    0.000 {method 'fetchone' of 'psycopg2.extensions.cursor' objects}
        1    0.000    0.000    0.010    0.010 <string>:128(<Expression u'cleanup_data(record.contract.billing_information.sepa_mandate.identification if (record.contract.billing_information.sepa_mandate.identification) else "")'>)
    29355    0.010    0.000    0.010    0.000 {method 'upper' of 'str' objects}
        1    0.000    0.000    0.010    0.010 <string>:1(_validate__endorsement_contract)
    15339    0.008    0.000    0.010    0.000 /home/nidhal/workspace/coog/trytond/trytond/model/fields/field.py:55(context_validate)
        1    0.000    0.000    0.010    0.010 <string>:34(<Expression u'record.contract.subscriber and record.contract.subscriber.main_address'>)
       20    0.000    0.000    0.010    0.000 /home/nidhal/.virtualenvs/coog/local/lib/python2.7/site-packages/genshi/template/directives.py:613(attach)
     2049    0.006    0.000    0.010    0.000 /usr/lib/python2.7/tokenize.py:270(generate_tokens)
      704    0.001    0.000    0.010    0.000 /home/nidhal/workspace/coog/trytond/trytond/modules/account_cog/party.py:149(union_field)
        1    0.000    0.000    0.010    0.010 <string>:99(<Expression u"record.contract.billing_information.billing_mode.frequency == 'monthly'">)
     2057    0.004    0.000    0.010    0.000 /usr/lib/python2.7/calendar.py:116(monthrange)
      169    0.001    0.000    0.010    0.000 /home/nidhal/workspace/coog/trytond/trytond/modules/account_invoice/invoice.py:1757(taxable_lines)
        2    0.000    0.000    0.010    0.005 /home/nidhal/workspace/coog/trytond/trytond/modules/contract_insurance/contract.py:507(on_change_with_contract_status)
    29594    0.010    0.000    0.010    0.000 /home/nidhal/.virtualenvs/coog/local/lib/python2.7/site-packages/sql/__init__.py:470(for_)
       20    0.000    0.000    0.010    0.000 /home/nidhal/.virtualenvs/coog/local/lib/python2.7/site-packages/genshi/template/directives.py:609(__init__)
    29738    0.009    0.000    0.009    0.000 /home/nidhal/workspace/coog/trytond/trytond/model/fields/many2many.py:102(<genexpr>)
     7384    0.007    0.000    0.009    0.000 /home/nidhal/.virtualenvs/coog/local/lib/python2.7/site-packages/sql/__init__.py:966(left)
        2    0.000    0.000    0.009    0.005 /home/nidhal/workspace/coog/trytond/trytond/modules/currency_cog/model.py:30(default_currency)
        8    0.000    0.000    0.009    0.001 /home/nidhal/workspace/coog/trytond/trytond/modules/coog_core/utils.py:170(get_user_language)
    53484    0.009    0.000    0.009    0.000 /home/nidhal/.virtualenvs/coog/local/lib/python2.7/site-packages/sql/__init__.py:930(params)
     6744    0.008    0.000    0.009    0.000 /home/nidhal/.virtualenvs/coog/local/lib/python2.7/site-packages/sql/__init__.py:637(table)
        8    0.000    0.000    0.009    0.001 /home/nidhal/workspace/coog/trytond/trytond/modules/coog_core/ir.py:523(get_from_code)
        3    0.000    0.000    0.009    0.003 /home/nidhal/workspace/coog/trytond/trytond/modules/premium/contract.py:537(get_parent)
    16385    0.009    0.000    0.009    0.000 /home/nidhal/.virtualenvs/coog/local/lib/python2.7/site-packages/sql/conditionals.py:89(__init__)
        1    0.000    0.000    0.009    0.009 <string>:125(<Expression u'cleanup_data(record.contract.create_uid.name if (record.contract.create_uid.name) else "")'>)
        8    0.000    0.000    0.009    0.001 /home/nidhal/workspace/coog/trytond/trytond/modules/coog_core/coog_string.py:95(translate_value)
        2    0.000    0.000    0.009    0.004 /home/nidhal/workspace/coog/trytond/trytond/modules/endorsement/event.py:34(get_contracts_from_object)
        2    0.000    0.000    0.009    0.004 /home/nidhal/workspace/coog/trytond/trytond/modules/piga/event.py:76(filter_objects)
    30208    0.009    0.000    0.009    0.000 /home/nidhal/.virtualenvs/coog/local/lib/python2.7/site-packages/sql/__init__.py:980(condition)
        2    0.000    0.000    0.009    0.004 <string>:1(search__offered_option_description)
    15345    0.009    0.000    0.009    0.000 /home/nidhal/workspace/coog/trytond/trytond/model/modelsql.py:1185(filter_history)
      170    0.001    0.000    0.009    0.000 /home/nidhal/workspace/coog/trytond/trytond/ir/sequence.py:315(_timestamp)
        2    0.000    0.000    0.009    0.004 <string>:1(search__contract)
        2    0.000    0.000    0.009    0.004 /home/nidhal/workspace/coog/trytond/trytond/modules/contract_insurance_invoice/event.py:79(filter_objects)
        2    0.000    0.000    0.009    0.004 /home/nidhal/workspace/coog/trytond/trytond/modules/contract_life_clause/contract.py:138(on_change_with_has_beneficiary_clause)
        2    0.000    0.000    0.009    0.004 /home/nidhal/workspace/coog/trytond/trytond/modules/process_cog/event.py:44(filter_objects)
       11    0.000    0.000    0.009    0.001 /home/nidhal/workspace/coog/trytond/trytond/perf_analyzer.py:241(log_query)
        2    0.000    0.000    0.009    0.004 /home/nidhal/workspace/coog/trytond/trytond/modules/coog_core/event.py:242(filter_objects)
        1    0.000    0.000    0.009    0.009 /home/nidhal/workspace/coog/trytond/trytond/modules/contract_insurance/contract.py:97(_get_calculate_targets)
        1    0.000    0.000    0.009    0.009 /home/nidhal/workspace/coog/trytond/trytond/ir/action.py:260(get_action)
        2    0.000    0.000    0.009    0.004 <string>:1(search__commission_plan_date)
        8    0.000    0.000    0.009    0.001 /home/nidhal/workspace/coog/trytond/trytond/model/fields/one2many.py:227(convert_domain)
        8    0.000    0.000    0.009    0.001 /home/nidhal/workspace/coog/trytond/trytond/modules/contract_loan_invoice/offered.py:70(must_be_rated)
    24610    0.009    0.000    0.009    0.000 {method 'partition' of 'str' objects}
       32    0.001    0.000    0.009    0.000 /home/nidhal/workspace/coog/trytond/trytond/modules/party_relationship/party.py:36(table_query)
        2    0.000    0.000    0.009    0.004 <string>:1(search__commission_plan_line)
        1    0.000    0.000    0.008    0.008 <string>:1(search__report_template_offered_product)
        4    0.000    0.000    0.008    0.002 /home/nidhal/workspace/coog/trytond/trytond/modules/loan/loan.py:1095(get_first_payment_end_balance)
   290/99    0.001    0.000    0.008    0.000 /home/nidhal/.virtualenvs/coog/local/lib/python2.7/site-packages/genshi/template/eval.py:618(visit_Attribute)
     7672    0.007    0.000    0.008    0.000 /usr/lib/python2.7/inspect.py:67(ismethod)
        3    0.000    0.000    0.008    0.003 <string>:1(search__endorsement_contract_covered_element)
        6    0.000    0.000    0.008    0.001 /home/nidhal/workspace/coog/trytond/trytond/modules/loan/loan.py:1166(get_currency)
     3318    0.004    0.000    0.008    0.000 /usr/lib/python2.7/decimal.py:2915(copy_abs)
        8    0.000    0.000    0.008    0.001 /home/nidhal/workspace/coog/trytond/trytond/modules/premium/offered.py:191(must_be_rated)
        2    0.000    0.000    0.008    0.004 /home/nidhal/workspace/coog/trytond/trytond/modules/coog_core/test_case_framework.py:82(get_instance)
        1    0.000    0.000    0.008    0.008 <string>:74(<Expression u"record.contract.subscriber.main_address.country.name if record.contract.subscriber.main_address.country.name != 'France' else ' '">)
        3    0.000    0.000    0.008    0.003 <string>:1(search__endorsement_contract_loan)
        3    0.000    0.000    0.008    0.003 <string>:1(search__endorsement_contract_extra_data)
        1    0.000    0.000    0.008    0.008 /home/nidhal/workspace/coog/trytond/trytond/modules/party_cog/party.py:457(get_main_address_id)
        1    0.000    0.000    0.008    0.008 /home/nidhal/workspace/coog/trytond/trytond/modules/party_cog/party.py:440(address_get)
        1    0.000    0.000    0.008    0.008 <string>:1(read__offered_configuration)
        3    0.000    0.000    0.008    0.003 <string>:1(search__endorsement_contract_activation_history)
    11301    0.008    0.000    0.008    0.000 {method 'replace' of 'str' objects}
        3    0.000    0.000    0.008    0.003 <string>:1(search__endorsement_contract_option)
        3    0.000    0.000    0.008    0.003 <string>:1(search__endorsement_contract_contact)
        1    0.000    0.000    0.008    0.008 <string>:1(_validate__endorsement_loan)
     2771    0.008    0.000    0.008    0.000 {method 'sub' of '_sre.SRE_Pattern' objects}
        3    0.000    0.000    0.008    0.003 /home/nidhal/workspace/coog/trytond/trytond/modules/contract/contract.py:1361(get_currency)
        2    0.000    0.000    0.008    0.004 /home/nidhal/workspace/coog/trytond/trytond/modules/contract_insurance/contract.py:435(get_full_name)
      181    0.000    0.000    0.008    0.000 /usr/lib/python2.7/ast.py:32(parse)
        1    0.000    0.000    0.008    0.008 /home/nidhal/workspace/coog/trytond/trytond/modules/report_engine/report_engine.py:547(get_sender_address)
        2    0.000    0.000    0.008    0.004 /home/nidhal/workspace/coog/trytond/trytond/modules/contract/contract.py:1866(get_full_name)
        9    0.000    0.000    0.008    0.001 /home/nidhal/workspace/coog/trytond/trytond/modules/endorsement/offered.py:268(get_methods_for_model)
        2    0.000    0.000    0.008    0.004 <string>:1(search__offered_option_description_beneficiary_clause)
        2    0.000    0.000    0.008    0.004 /home/nidhal/workspace/coog/trytond/trytond/modules/endorsement_loan/endorsement.py:289(get_contact)
        1    0.000    0.000    0.008    0.008 /home/nidhal/workspace/coog/trytond/trytond/modules/endorsement_loan/endorsement.py:392(apply_values)
        1    0.000    0.000    0.008    0.008 /home/nidhal/workspace/coog/trytond/trytond/modules/endorsement_insurance_invoice/endorsement.py:218(apply_values)
        1    0.000    0.000    0.008    0.008 /home/nidhal/workspace/coog/trytond/trytond/modules/endorsement_insurance/endorsement.py:204(apply_values)
        2    0.000    0.000    0.008    0.004 /home/nidhal/workspace/coog/trytond/trytond/modules/endorsement_party/endorsement.py:131(get_contact)
        1    0.000    0.000    0.008    0.008 /home/nidhal/workspace/coog/trytond/trytond/modules/endorsement/endorsement.py:1919(apply_values)
        1    0.000    0.000    0.008    0.008 /home/nidhal/workspace/coog/trytond/trytond/modules/report_engine/report_engine.py:481(get_address)
        4    0.000    0.000    0.008    0.002 /home/nidhal/workspace/coog/trytond/trytond/modules/contract/contract.py:805(on_change_with_subscriber_kind)
    49164    0.007    0.000    0.007    0.000 /usr/lib/python2.7/copy.py:101(_copy_immutable)
      704    0.001    0.000    0.007    0.000 /home/nidhal/workspace/coog/trytond/trytond/modules/party_cog/party.py:895(union_field)
      354    0.002    0.000    0.007    0.000 /home/nidhal/workspace/coog/trytond/trytond/modules/rule_engine/rule_engine.py:119(wrap)
        3    0.000    0.000    0.007    0.002 <string>:1(read__extra_data)
      712    0.004    0.000    0.007    0.000 /usr/lib/python2.7/functools.py:17(update_wrapper)
        1    0.000    0.000    0.007    0.007 <string>:1(read__ir_action)
        1    0.000    0.000    0.007    0.007 /home/nidhal/workspace/coog/trytond/trytond/modules/endorsement/endorsement.py:1301(get_contracts)
    20955    0.007    0.000    0.007    0.000 /home/nidhal/workspace/coog/trytond/trytond/model/fields/char.py:42(_get_size)
        1    0.000    0.000    0.007    0.007 <string>:1(read__ir_session_wizard)
     5275    0.005    0.000    0.007    0.000 /usr/lib/python2.7/decimal.py:760(_compare_check_nans)
        2    0.000    0.000    0.007    0.004 <string>:1(search__endorsement_loan)
      169    0.001    0.000    0.007    0.000 /home/nidhal/workspace/coog/trytond/trytond/modules/account_invoice/invoice.py:1761(tax_date)
        1    0.000    0.000    0.007    0.007 <string>:1(read__account_period)
        3    0.000    0.000    0.007    0.002 /home/nidhal/workspace/coog/trytond/trytond/modules/endorsement_insurance_invoice/offered.py:25(requires_rebill)
        1    0.000    0.000    0.007    0.007 <string>:1(search__report_template_flow_variable_relation)
      340    0.001    0.000    0.007    0.000 /home/nidhal/workspace/coog/trytond/trytond/modules/contract_insurance_invoice_dunning/invoice.py:43(date_key)
     1023    0.001    0.000    0.007    0.000 /home/nidhal/workspace/coog/trytond/trytond/model/model.py:409(__ne__)
        8    0.000    0.000    0.007    0.001 /home/nidhal/workspace/coog/trytond/trytond/modules/loan/loan.py:560(get_order)
      346    0.002    0.000    0.007    0.000 /usr/lib/python2.7/contextlib.py:21(__exit__)
        1    0.000    0.000    0.007    0.007 <string>:1(read__country_country)
      682    0.003    0.000    0.007    0.000 /home/nidhal/workspace/coog/trytond/trytond/modules/account_statement/account.py:47(_get_origin)
       88    0.000    0.000    0.007    0.000 /home/nidhal/workspace/coog/trytond/trytond/modules/contract_insurance_invoice/party.py:80(build_sub_query)
     1607    0.006    0.000    0.007    0.000 /home/nidhal/.virtualenvs/coog/local/lib/python2.7/site-packages/sql/__init__.py:1180(__le__)
        1    0.000    0.000    0.007    0.007 <string>:1(read__ir_configuration)
      181    0.001    0.000    0.007    0.000 /home/nidhal/workspace/coog/trytond/trytond/modules/coog_core/coog_date.py:112(get_end_of_month)
        4    0.000    0.000    0.007    0.002 /home/nidhal/workspace/coog/trytond/trytond/modules/process_cog/process.py:346(<dictcomp>)
     2248    0.007    0.000    0.007    0.000 /home/nidhal/.virtualenvs/coog/local/lib/python2.7/site-packages/sql/aggregate.py:75(filter_)
    25/21    0.000    0.000    0.007    0.000 /home/nidhal/.virtualenvs/coog/local/lib/python2.7/site-packages/genshi/template/astutil.py:559(visit_IfExp)
      170    0.001    0.000    0.007    0.000 /home/nidhal/workspace/coog/trytond/trytond/modules/contract_insurance_invoice/invoice.py:276(_get_move_line_invoice_tax)
      696    0.002    0.000    0.007    0.000 /usr/lib/python2.7/decimal.py:898(__gt__)
     3426    0.007    0.000    0.007    0.000 {method 'timetuple' of 'datetime.date' objects}
        1    0.000    0.000    0.007    0.007 /home/nidhal/workspace/coog/trytond/trytond/modules/publi_400/configuration.py:26(get_variables_as_array)
        2    0.000    0.000    0.007    0.003 /home/nidhal/workspace/coog/trytond/trytond/modules/loan/loan.py:814(on_change_with_lender)
     3263    0.004    0.000    0.007    0.000 /home/nidhal/.virtualenvs/coog/local/lib/python2.7/site-packages/sql/__init__.py:731(values)
      678    0.004    0.000    0.007    0.000 /home/nidhal/.virtualenvs/coog/local/lib/python2.7/site-packages/dateutil/rrule.py:882(__init__)
      510    0.004    0.000    0.007    0.000 /home/nidhal/workspace/coog/trytond/trytond/modules/contract_insurance_invoice/contract.py:986(get_cancelled_invoice_in_rebill)
     2134    0.002    0.000    0.007    0.000 /home/nidhal/workspace/coog/trytond/trytond/protocols/jsonrpc.py:71(default)
        2    0.000    0.000    0.007    0.003 <string>:1(read__event_type_action)
        2    0.000    0.000    0.007    0.003 <string>:1(search__loan)
     7384    0.005    0.000    0.007    0.000 /home/nidhal/.virtualenvs/coog/local/lib/python2.7/site-packages/sql/__init__.py:975(right)
        1    0.000    0.000    0.007    0.007 <string>:1(search__report_template_distribution_commercial_product)
    34440    0.006    0.000    0.006    0.000 /usr/lib/python2.7/decimal.py:180(handle)
       84    0.000    0.000    0.006    0.000 /home/nidhal/workspace/coog/trytond/trytond/modules/account_payment_cog/party.py:92(build_sub_query)
     7525    0.006    0.000    0.006    0.000 /home/nidhal/workspace/coog/trytond/trytond/model/model.py:167(<genexpr>)
    15282    0.006    0.000    0.006    0.000 /home/nidhal/.virtualenvs/coog/local/lib/python2.7/site-packages/sql/__init__.py:962(left)
      356    0.002    0.000    0.006    0.000 /home/nidhal/workspace/coog/trytond/trytond/tools/misc.py:152(wrapper)
        2    0.000    0.000    0.006    0.003 /home/nidhal/workspace/coog/trytond/trytond/modules/contract_life_clause/contract.py:168(validate)
     1706    0.006    0.000    0.006    0.000 /home/nidhal/workspace/coog/trytond/trytond/modules/account/period.py:103(search_company)
        2    0.000    0.000    0.006    0.003 /home/nidhal/workspace/coog/trytond/trytond/modules/contract_life_clause/contract.py:149(check_beneficiaries)
        2    0.000    0.000    0.006    0.003 /home/nidhal/workspace/coog/trytond/trytond/model/fields/one2many.py:150(delete)
        1    0.000    0.000    0.006    0.006 <string>:1(search__endorsement_definition_report_template)
        1    0.000    0.000    0.006    0.006 /home/nidhal/workspace/coog/trytond/trytond/modules/endorsement/endorsement.py:1490(generate_next_endorsements)
        1    0.000    0.000    0.006    0.006 <string>:1(search__ir_action_res_group)
      356    0.004    0.000    0.006    0.000 /usr/lib/python2.7/decimal.py:662(from_float)
     5479    0.006    0.000    0.006    0.000 {method 'upper' of 'unicode' objects}
      388    0.006    0.000    0.006    0.000 {posix.stat}
        4    0.000    0.000    0.006    0.002 /home/nidhal/workspace/coog/trytond/trytond/modules/offered_insurance/offered.py:63(on_change_with_item_descriptors)
        1    0.000    0.000    0.006    0.006 <string>:1(search__distribution_network_commercial_product)
        2    0.000    0.000    0.006    0.003 <string>:1(read__commission_plan_line)
        4    0.000    0.000    0.006    0.002 /home/nidhal/workspace/coog/trytond/trytond/modules/loan/contract.py:582(get_contract)
      340    0.001    0.000    0.006    0.000 /home/nidhal/workspace/coog/trytond/trytond/modules/contract_insurance_invoice_dunning/invoice.py:31(<genexpr>)
        1    0.000    0.000    0.006    0.006 <string>:1(search__report_template_report_template_parameter)
        2    0.000    0.000    0.006    0.003 /home/nidhal/workspace/coog/trytond/trytond/modules/loan/loan.py:1182(get_loan_state)
      689    0.004    0.000    0.006    0.000 /home/nidhal/workspace/coog/trytond/trytond/server_context.py:50(set_context)
        2    0.000    0.000    0.006    0.003 /home/nidhal/workspace/coog/trytond/trytond/modules/contract_insurance_invoice/offered.py:182(get_rrule)
  696/350    0.004    0.000    0.006    0.000 /home/nidhal/.virtualenvs/coog/local/lib/python2.7/site-packages/intervaltree/node.py:289(search_point)
      531    0.001    0.000    0.006    0.000 /usr/lib/python2.7/decimal.py:889(__le__)
        1    0.000    0.000    0.006    0.006 /home/nidhal/workspace/coog/trytond/trytond/model/fields/one2one.py:15(get)
    13506    0.006    0.000    0.006    0.000 /home/nidhal/workspace/coog/trytond/trytond/model/fields/many2one.py:58(__get_required)
        1    0.000    0.000    0.006    0.006 /home/nidhal/workspace/coog/trytond/trytond/modules/contract_insurance/contract.py:569(get_currency)
     7672    0.005    0.000    0.006    0.000 /usr/lib/python2.7/inspect.py:209(iscode)
        1    0.000    0.000    0.006    0.006 <string>:1(read__process_log)
        1    0.000    0.000    0.006    0.006 /home/nidhal/workspace/coog/trytond/trytond/ir/action.py:64(get_action_id)
      339    0.002    0.000    0.005    0.000 /usr/lib/python2.7/decimal.py:907(__ge__)
        4    0.001    0.000    0.005    0.001 /home/nidhal/workspace/coog/trytond/trytond/model/modelstorage.py:209(delete)
        1    0.000    0.000    0.005    0.005 <string>:1(search__ir_action)
        2    0.000    0.000    0.005    0.003 <string>:1(search__contract_option_beneficiary)
        4    0.000    0.000    0.005    0.001 /home/nidhal/workspace/coog/trytond/trytond/modules/endorsement/endorsement.py:576(endorsement_matches_record)
      369    0.000    0.000    0.005    0.000 /home/nidhal/workspace/coog/trytond/trytond/model/fields/many2many.py:243(<genexpr>)
      457    0.002    0.000    0.005    0.000 /home/nidhal/workspace/coog/trytond/trytond/model/fields/date.py:59(sql_format)
        1    0.000    0.000    0.005    0.005 <string>:1(search__commission_plan_agent)
       23    0.001    0.000    0.005    0.000 /home/nidhal/workspace/coog/trytond/trytond/modules/contract/contract.py:672(build_activation_history_query)
    27939    0.005    0.000    0.005    0.000 /home/nidhal/workspace/coog/trytond/trytond/model/fields/field.py:242(sql_format)
        1    0.000    0.000    0.005    0.005 <string>:26(<Expression u'cleanup_data(record.contract.subscriber.full_name if (record.contract.subscriber.full_name) else "")'>)
        1    0.000    0.000    0.005    0.005 <string>:3(<Expression u'cleanup_data(option.person.full_name if (option.person.full_name) else "")'>)
        1    0.000    0.000    0.005    0.005 /home/nidhal/workspace/coog/trytond/trytond/modules/loan/contract.py:131(on_change_with_is_loan)
        2    0.000    0.000    0.005    0.003 /home/nidhal/workspace/coog/trytond/trytond/modules/loan/loan.py:581(get_duration)
       26    0.000    0.000    0.005    0.000 /home/nidhal/workspace/coog/trytond/trytond/model/fields/many2many.py:236(instance)
    13708    0.005    0.000    0.005    0.000 /home/nidhal/.virtualenvs/coog/local/lib/python2.7/site-packages/sql/__init__.py:1025(__getattr__)
        3    0.000    0.000    0.005    0.002 /home/nidhal/workspace/coog/trytond/trytond/modules/endorsement/offered.py:120(get_endorsement_parts)
     7672    0.004    0.000    0.005    0.000 /usr/lib/python2.7/inspect.py:142(isfunction)
      171    0.000    0.000    0.005    0.000 /home/nidhal/workspace/coog/trytond/trytond/modules/commission_insurance/invoice.py:292(<genexpr>)
     5303    0.005    0.000    0.005    0.000 /home/nidhal/workspace/coog/trytond/trytond/cache_utils.py:55(decode_hook)
        1    0.000    0.000    0.005    0.005 /home/nidhal/workspace/coog/trytond/trytond/modules/account/move.py:157(default_period)
